Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,82.87,
,,,,,,,,,Shares,150.317536,Q424
,,,,,,,,,MC,12456.81420832,
,,,,,,,,,Cash,1872.1750000000002,Q424
,,,,,,,,,Debt,3545.811,Q424
,,,,,,,,,EV,14130.45020832,
