Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Nuplazid,,,,136.5,118.5,142,,143.9,129.9,157.4,,
,Daybue,,,,0,0,23.2,,87.1,75.9,84.6,,
,Revenue,0,0,0,136.5,118.5,165.2,0,231,205.8,242,,
,COGS,,,,2.413,1.667,7.459,,17.891,22.951,18.23,,
,Gross Profit,,,,134.087,116.833,157.74099999999999,,213.109,182.84900000000002,223.77,,
,R&D,,,,75.738,69.144,58.771,,66.741,59.679,76.233,,
,SG&A,,,,104.402,101.235,95.968,,111.465,107.991,117.063,,
,Operating Expenses,,,,180.14,170.37900000000002,154.739,0,178.20600000000002,167.67000000000002,193.296,0,0
,Operating Income,,,,-46.053,-53.54600000000002,3.001999999999981,0,34.90299999999999,15.179000000000002,30.474000000000018,0,0
,Interest,,,,5.173,8.645,3.306,,4.759,5.792,6.745,,
,Pretax Income,,,,-40.879999999999995,-44.901000000000025,6.307999999999981,0,39.66199999999999,20.971000000000004,37.219000000000015,,
,Taxes,,,,0.835,-1.918,5.229,,-6.094,4.447,3.793,,
,Net Income,,,,-41.714999999999996,-42.983000000000025,1.078999999999981,0,45.75599999999999,16.524000000000004,33.426000000000016,,
,EPS,,,,-0.2575190754870731,-0.2648971114795118,0.006537571343746477,,0.27479430664824933,0.09916998253542432,0.20115060117707953,,
,Shares,,,,161.988,162.263,165.046,,166.51,166.623,166.174,,
