Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2022.0,2023.0,2024.0,2025.0,2026,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gvoke,,,,18.639,,,,23.262,,,,,,,52.527,67.045,82.829,99.39479999999999,109.33427999999999,120.267708,132.2944788,136.263313164,140.35121255892003,144.56174893568763,148.89860140375828,153.36555944587104,157.96652622924717,162.70552201612458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recorlev,,,,9.806,,,,22.614,,,,,,,7.429,29.547,64.277,102.84320000000001,133.69616000000002,160.435392,192.5224704,38.50449408,7.7008988160000005,1.5401797632000003,0.30803595264000005,0.06160719052800001,0.012321438105600003,0.002464287621120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keveyis,,,,14.064,,,,11.124,,,,,,,49.307,56.772,49.53,49.0347,48.544353,48.05890947,47.5783203753,47.102537171547,46.63151179983153,46.165196681833216,45.703544715014885,45.24650926786474,44.79404417518609,44.34610373343423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Royalty,,,,1.881,,,,3.099,,,,,,,0.985,10.55,6.434,6.434,5.7906,5.21154,4.690386,4.2213474,3.7992126600000002,3.4192913940000005,3.0773622546000006,2.769626029140001,2.4926634262260006,2.2433970836034005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,,,,44.39,,,,60.099000000000004,,,,,,,110.248,163.91400000000002,203.07,257.7067,297.365393,333.97354947,377.0856555753,226.09169181554702,198.48283583475157,195.68641677472084,197.98754432601316,201.4433019334038,205.26555526876484,209.29748712078333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COGS,,,,,,,,,,,,,,,22.634,28.645,36.832,46.38720600000002,53.52577074000001,60.115238904600005,67.87541800355405,40.69650452679846,35.7269104502553,35.22355501944975,35.63775797868237,36.25979434801269,36.94779994837768,37.67354768174101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Profit,,,,,,,,,,,,,,,87.614,135.269,166.238,211.319494,243.83962225999997,273.8583105654,309.21023757174595,185.39518728874856,162.75592538449627,160.4628617552711,162.3497863473308,165.1835075853911,168.31775532038716,171.62393943904232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D,,,,,,,,,,,,,,,20.966,22.341,25.56,23.003999999999998,20.703599999999998,18.633239999999997,16.769916,15.0929244,13.58363196,12.225268764,11.002741887600001,9.90246769884,8.912220928956001,8.020998836060402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SG&A,,,,,,,,,,,,,,,137.745,146.095,163.481,147.1329,132.41961,119.177649,107.25988410000001,96.53389569000001,86.88050612100001,78.19245550890001,70.37320995801001,63.33588896220901,57.00230006598811,51.3020700593893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
