Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
,Operating Expenses,,,,,,,,,,,,,,,158.711,168.436,189.041,170.1369,153.12321,137.810889,124.0298001,111.62682009000001,100.46413808100002,90.41772427290002,81.37595184561,73.23835666104901,65.91452099494411,59.3230688954497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operarting Income,,,,,,,,,,,,,,,-71.09700000000001,-33.167,-22.802999999999997,41.182593999999995,90.71641225999997,136.04742156540001,185.18043747174596,73.76836719874855,62.29178730349625,70.04513748237108,80.97383450172079,91.9451509243421,102.40323432544305,112.30087054359262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interest Expense,,,,,,,,,,,,,,,-11.524000000000001,-21.858,-25.164,-16.0,-13.481740600000002,-5.758273434000003,6.619195638482997,24.840160783954747,34.207970942311555,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,,,,,,,,,,,,,,,-82.62100000000001,-55.025000000000006,-47.967,25.182593999999995,77.23467165999998,130.2891481314,191.79963311022897,98.6085279827033,96.49975824580781,70.04513748237108,80.97383450172079,91.9451509243421,102.40323432544305,112.30087054359262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,6.51445740657,9.58998165551145,4.930426399135165,9.649975824580782,14.009027496474216,16.19476690034416,18.38903018486842,20.480646865088612,22.460174108718526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,,,,,,,,,,,,,,,-82.62100000000001,-55.025000000000006,-47.967,25.182593999999995,77.23467165999998,123.77469072483,182.20965145471752,93.67810158356812,86.84978242122703,56.03610998589686,64.77906760137662,73.55612073947368,81.92258746035444,89.8406964348741,80.8566267913867,72.77096411224804,65.49386770102323,58.94448093092091,53.05003283782882,47.74502955404594,42.97052659864135,38.673473938777214,34.80612654489949,31.325513890409542,28.192962501368587,25.37366625123173,22.836299626108556,20.5526696634977,18.49740269714793,16.647662427433136,14.982896184689823,13.48460656622084,12.136145909598756,10.922531318638882,9.830278186774994,8.847250368097495,7.962525331287745,7.166272798158971,6.4496455183430745,5.8046809665087675,5.224212869857891,4.701791582872102,4.231612424584892,3.8084511821264027,3.4276060639137627
,EPS,,,,,,,,,,,,,,,-0.6091703836092357,-0.39967355840434976,-0.3268113282984026,0.17157539548313178,0.5262193932473489,0.8433083387642684,1.2414405366336272,0.6382526489252734,0.5917295798258899,0.3817882197587161,0.4413562059069342,0.5011564934922983,0.5581593517535075,0.6121074350519059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,,,,,,,,,,,,,,,135.628721,137.674857,146.772758,146.772758,146.772758,146.772758,146.772758,146.772758,146.772758,146.772758,146.772758,146.772758,146.772758,146.772758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,,,,,,,,,,,0.7946992235686815,0.8252437253681808,0.8186241197616586,0.82,0.82,0.82,0.8199999999999998,0.82,0.8199999999999998,0.8200000000000001,0.82,0.82,0.82,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,,,,,-160.0,-134.817406,-57.58273434000003,66.19195638482996,248.40160783954747,342.07970942311556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Discount,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Maturity,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,NPV,756.3753375711578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
