Main,Unnamed: 1,Unnamed: 2
,Brand,
,Generic,parsaclisib
,Indication,"AIHA, R/R FL, Myelofibrosis"
,MOA,PI3Kdelta
,Clinical Trials,
,,"Phase I ""CITADEL-102"""
,,
,,"Phase I ""CITADEL-112"""
,,
,,
,,"Phase III ""LIMBER-313"" 1L MF with ruxolitinib"
,,
,,"Phase III ""LIMBER-304"" suboptimal ruxolitinib responders"
,,
,,
,,"Phase III ""PATHWAY"" AIHA"
