Main,Unnamed: 1,Unnamed: 2
,USD/DKK,7.057
,USD/CHF,0.91
,EUR/USD,1.11
,AUD/USD,0.67
,GBP/USD,1.3
,USD/JPY,145.25
,USD/HKD,7.8
,KRW/USD,1433.0
,USD/INR,82.55
,USD/CNY,7.09
