Main,Unnamed: 1,Unnamed: 2
,Brand,
,Generic,mibavademab
,Indication,generalized lipodystrophy
,MOA,agonist antibody to leptin receptor
,Clinical Trials,
,,Phase III initiated
,,
,,
,,Phase II obesity with tirzepatide
,,2H25 data
