Main,Unnamed: 1,Unnamed: 2
,Brand Name,TMC278
,Generic Name,rilpivirine
,Indication,HIV
,Mechanism,NNRTI
,Safety,Was previously suspended following QT prolongation at high doses.
,Clinical Trials,
,,"Phase III ""ECHO"" head-to-head versus Sustiva"
,,25mg vs EFV 600mg with fixed Truvada background.
,,"n=680 global study, 48-week primary endpoint."
,,
,,"Phase III ""THRIVE"" head-to-head versus Sustiva"
,,25mg vs EFV 600mg with investigator-selected backrgound therapy.
,,"n=680 global study, 48-week primary endpoint."
