Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
,,2024-01-28 00:00:00,,2024-07-28 00:00:00,,2025-01-26 00:00:00,2025-04-26 00:00:00,2025-07-27 00:00:00,,,,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0
,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7247.0,10117.0,,,,,,,,,,,,
,Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4609.0,4493.0,,,,,,,,,,,,
,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670.0,4010.0,,,,,,,,,,,,
,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006.0,3818.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Semiconductor Backlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11127.0,8259.0,,,,,,,,,,,,
,Services Backlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5162.0,6767.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Semiconductor Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19698.0,19911.0,,,,,,,,,,,,
,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5732.0,6225.0,,,,,,,,,,,,
,Display+Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.0,1040.0,,,,,,,,,,,,
,Revenue,6707,,6778,,7166,,7302,,,,,9167.014,9734.856,8129.24,5014.0,9549.0,10517.0,8719.0,7509.0,9072.0,9659.0,10825.0,14537.0,17253.0,14608.0,17202.0,23063.0,25785.0,26517.0,27176.0,,,,,,,,,,,,
,COGS,3503,,3573,,3670,,3740,,,,,,,,,,,,,,,,,,8222.0,9510.0,12149.0,13792.0,14133.0,14279.0,,,,,,,,,,,,
,Gross Profit,3204,,3205,,3496,,3562,,,,,,,,,,,,,,,,,,6386.0,7692.0,10914.0,11993.0,12384.0,12897.0,,,,,,,,,,,,
,R&D,754,,836,,859,,901,,,,,,,,,,,,,,,,,,2054.0,2234.0,2485.0,2771.0,3102.0,3233.0,,,,,,,,,,,,
,S&M,207,,205,,206,,224,,,,,,,,,,,,,,,,,,521.0,526.0,609.0,703.0,776.0,836.0,,,,,,,,,,,,
,G&A,276,,222,,256,,204,,,,,,,,,,,,,,,,,,461.0,567.0,620.0,735.0,852.0,961.0,,,,,,,,,,,,
,Operating Expenses,1237,0.0,1263,0.0,1321,,1329,,,,,,,,,,,,,,,,,,3036.0,3327.0,3714.0,4209.0,4730.0,5030.0,,,,,,,,,,,,
,Operating Income,1967,0.0,1942,0.0,2175,,2233,,,,,,,,,,,,,,,,,,3350.0,4365.0,7200.0,7784.0,7654.0,7867.0,,,,,,,,,,,,
,Interest Income,-59,,-63,,-64,,66,,,,,,,,,,,,,,,,,,-81.0,-199.0,-118.0,-189.0,62.0,285.0,,,,,,,,,,,,
,Pretax Income,1908,0.0,1879,0.0,2111,,2299,,,,,,,,,,,,,,,,,,3269.0,4166.0,7082.0,7595.0,7716.0,8152.0,,,,,,,,,,,,
,Taxes,284,,255,,934,,784,,,,,,,,,,,,,,,,,,563.0,547.0,883.0,1074.0,860.0,975.0,,,,,,,,,,,,
,Net Income,1624,0.0,1624,0.0,1177,,1515,,,,,,,,,,,,,,,,,,2706.0,3619.0,6199.0,6521.0,6856.0,7177.0,,,,,,,,,,,,
,EPS,1.94026284348865,,1.949579831932773,,1.4371184371184371,,1.8890274314214464,,,,,,,,,,,,,,,,,,2.8634920634920635,3.9209100758396533,6.74537540805223,7.43557582668187,8.113609467455621,8.605515587529975,,,,,,,,,,,,
,Shares,837,,833,,819,,802,,,,,,,,,,,,,,,,,,945.0,923.0,919.0,877.0,845.0,834.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,0.06843596242731476,,0.07730894069046923,,,,,,0.06194405288352356,-0.16493474582469425,-0.3832141750028293,0.9044674910251296,0.10137187140014658,-0.17096130075116478,-0.13877738272737694,0.2081502197363163,0.06470458553791891,0.12071643027228496,0.34290993071593534,0.18683359702827262,-0.15330667130354136,0.17757393209200445,0.34071619579118706,0.11802454147335562,0.028388598022105915,0.024851981747558094,,,,,,,,,,,,
,Semi y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010813280536094982,,,,,,,,,,,,
,Gross Margin,,,,,0.487859335752163,,0.48781155847712954,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.437157721796276,0.44715730728985004,0.4732255127260114,0.465115377157262,0.4670211562393936,0.47457315278186635,,,,,,,,,,,,
,Operating Margin,,,,,0.3035166061959252,,0.30580662832100797,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2293263964950712,0.2537495640041856,0.3121883536400295,0.3018809385301532,0.28864502017573634,0.2894833676773624,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,12258.0,4639,0,4885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,12258.0,10899,,11147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,5234.0,5998,,5772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventories,,,,5421.0,5501,,5807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OCA,,,,1094.0,982,,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,3563.0,3563,,4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,4005.0,4005,,3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,2390.0,2390,,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,33965.0,33338,0,34211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,6260,,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,4485,,4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Contract,,,,,2452,,2470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,684,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,832,,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,18625,,19504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,33338,0,34211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,1177,0,1515,,,,,,,,,,,,,,,0.0,0.0,0.0,2706.0,3619.0,6199.0,6521.0,6856.0,7177.0,,,,,,,,,,,,
,Reported NI,,,,,1185,,,,,,,,,,,,,,,,,,,,,,,6525.0,6856.0,7177.0,,,,,,,,,,,,
,D&A,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,-1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,925,,,,,,,1977.118,2209.296,1710.468,332.665,1722.853,,,,,,2566.0,3789.0,3787.0,3247.0,3804.0,5442.0,5399.0,8700.0,8677.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,-381,,,,,,,-179.482,-264.784,-287.906,-248.427,-169.081,,,,,,-253.0,-345.0,-622.0,-441.0,-422.0,-668.0,-787.0,-1106.0,-1190.0,,,,,,,,,,,,
,Acquisitions,,,,,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,,,,-488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,-897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buybacks,,,,,-1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESOP,,,,,-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dividends,,,,,-326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFF,,,,,-1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,,,,,1797.636,1944.5119999999997,1422.5620000000001,84.23800000000003,1553.7720000000002,,,,,,2313.0,3444.0,3165.0,2806.0,3382.0,4774.0,4612.0,7594.0,7487.0,,,,,,,,,,,,
