Main,Unnamed: 1,Unnamed: 2
,Brand Name,Aubagio
,Generic Name,teriflunomide
,Mechanism,"DHODH inhibitor, metabolite of Arava."
,IP,"6794410 MOU patent for MS expires 2026, 8802735 formulation patent expires 2030"
,Clinical Trials,
,,Phase III TESMO - Enrollment complete in January 2008
,,"n=1088, 91% with RRMS."
,,108 week primary endpoint (annualized relapse rate).
