Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,2022-09-30 00:00:00,2022-12-30 00:00:00,2023-03-31 00:00:00,2023-06-30 00:00:00,2023-09-30 00:00:00,2023-12-31 00:00:00,2024-03-31 00:00:00,2024-06-30 00:00:00,2024-09-30 00:00:00,2024-12-30 00:00:00
,Revenue,,1852.13,1803.195,1283.296,2184.861,2119.672,3664.924,3850.066,5308.192,5950,5600
,COGS,,1504.595,1465.773,1056.937,1813.165,1765.981,3100.602,3252.698,4711.844,,
,Gross Profit,,347.5350000000001,337.422,226.35900000000015,371.6959999999999,353.69100000000003,564.3220000000001,597.3679999999999,596.348,,
,R&D,,74.243,70.7,77.515,84.802,111.027,108.824,116.226,126.849,,
,S&M,,29.363,28.445,25.312,31.905,37.23,46.854,49.691,55.74,,
,G&A,,23.806,23.095,24.45,28.234,32.924,37.18,53.137,70.355,,
,Operating Expenses,,127.41199999999999,122.24000000000001,127.277,144.941,181.181,192.858,219.054,252.94400000000002,,
,Operating Income,,220.1230000000001,215.18200000000002,99.08200000000015,226.7549999999999,172.51000000000002,371.4640000000001,378.31399999999996,343.40399999999994,,
,Interest Expense,,4.116,-8.091,-1.366,-1.504,4.75,-16.017,3.7889999999999997,10.843,,
,Pretax Income,,224.2390000000001,207.091,97.71600000000015,225.25099999999992,177.26000000000002,355.4470000000001,382.10299999999995,354.24699999999996,,
,Taxes,,38.934,30.924,11.87,31.682,20.215,59.479,-20.356,1.52,,
,Net Income,,185.3050000000001,176.167,85.84600000000015,193.56899999999993,157.04500000000002,295.96800000000013,402.45899999999995,352.727,,
,EPS,,3.368140756493449,3.137770732402394,1.5266124873295066,3.4256968409875217,2.746262131677888,5.096043252178108,6.55139913073204,5.493505482182905,,
,Shares,,55.017,56.144,56.233,56.505,57.185,58.078,61.431,64.208,,
,,,,,,,,,,,,
,Revenue y/y,,,,,,0.14445098346228402,1.0324612701344003,2.0001387053337654,1.4295330458093218,1.8070380700410253,0.5279989434978734
,Gross Margin,,,0.18712452064252622,0.17638876767324152,0.1701234083083546,0.16686119361863536,0.1539791821058227,0.15515785963149722,0.11234484359269596,0,0
,,,,,,,,,,,,
,Net Cash,,,,,,,,,-504.3789999999999,,
,Cash,,,,,,,,,1669.766,,
,AR,,,,,,,,,2668.415,,
,Inventories,,,,,,,,,4407.972,,
,Prepaids,,,,,,,,,308.471,,
,PP&E,,,,,,,,,414.008,,
,DT,,,,,,,,,359.656,,
,Other Assets,,,,,,,,,114.952,,
,Assets,,,,,,,,,9943.24,,
,,,,,,,,,,,,
,AP,,,,,,,,,1545.05,,
,AL,,,,,,,,,237.921,,
,Taxes,,,,,,,,,18.268,,
,Debt,,,,,,,,,2174.145,,
,DR,,,,,,,,,426.853,,
,OLTL,,,,,,,,,71.343,,
,SE,,,,,,,,,5469.66,,
,L+SE,,,,,,,,,9943.24,,
,,,,,,,,,,,,
,CFFO,,,,672.919,,,,-1844.158,,,
,CapEx,,,,-28.618,,,,-110.296,,,
,Net Income,,,,644.3009999999999,,,,-1954.454,,,
