Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,Name,Indication,Phase,,,,,,,,,Price,25.0,
,acoramidis ,TTR,,,,,,,,,,Shares,187.586,Q224
,BBP-418,Limb-girdle Muscular Dystrophy Type 2I,III,,,,,,,,,MC,4689.650000000001,
,infigratinib,achondroplasia,,,,,,,,,,Cash,587.2,Q224
,encaleret,ADH1,,,,,,,,,,Debt,1717.5990000000002,Q224
,BBP-631,CAH,,,,,,,,,,EV,5820.049000000001,
,BBP-812,Canavan,,,,,,,,,,,,
,,,,,,,,,,,,AD,1092.925,Q224
