Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,2023-11-30 00:00:00,2024-11-30 00:00:00,,,2022-08-31 00:00:00,2023-08-31 00:00:00,2024-08-31 00:00:00
,TMT,,,,,,11453,10837
,Finance,,,,,,12132,11610
,Health/Public,,,,,,12560,13841
,Products,,,,,,19104,19554
,Resources,,,,,,8863,9054
,Consulting,,,,,,33613,33195
,Managed Services,,,,,,1983-07-02 00:00:00,31701
,Revenue,16224.303,17689.545,,,61594.305,64112,64896
,COGS,10776.362,11866.716,,,41892.766,43380.138,43734.147
,Gross Profit,5447.941000000001,5822.828999999998,,,19701.538999999997,20731.862,21161.853000000003
,S&M,1709.891,1811.109,,,6108.401,6582.629,6846.714
,G&A,1033.499,1063.243,,,4225.957,4275.943,4281.316
,Operating Expenses,2743.3900000000003,2874.352,,,10334.358,10858.572,11128.029999999999
,Operating Income,2704.5510000000004,2948.476999999998,,,9367.180999999997,9873.29,10033.823000000004
,Interest Income,51.766,6.768000000000001,,,-74.72,329.443,103.47599999999997
,Pretax Income,2756.3170000000005,2955.244999999998,,,9292.460999999998,10202.733,10137.299000000005
,Taxes,606.672,639.055,,,2207.207,2135.802,2280.126
,Net Income,2149.6450000000004,2316.1899999999982,,,7085.253999999997,8066.9310000000005,7857.173000000004
,EPS,3.372529851861355,3.649518012431322,,,11.021814179058255,12.632378499626277,12.355210328601363
,Shares,637.398361,634.65641,,,642.839181,638.591616,635.940044
,,,,,,,,
,,,,,,,,
,CFFO,498.551,1022.486,,,9541.129,9524.268,9131.027
,CX,68.933,152.205,,,717.998,528.172,516.509
,FCF,429.618,870.281,,,8823.131000000001,8996.096,8614.518
,,,,,,,,
,,,,,,,,
,,,,,,,,774000
