Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
,,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sanfillipo,500.0,501.0,502.0,503.0,504.0,505.0,506.0,507.0,508.0,509.0,510.0,511.0,512.0,513.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Price,0.75,0.7725,0.795675,0.81954525,0.8441316075,0.8694555557250001,0.8955392223967501,0.9224053990686526,0.9500775610407122,0.9785798878719335,1.0079372845080916,1.0381754030433343,1.0693206651346343,1.1014002850886733,1.1344422936413334,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAM,375.0,387.0225,399.42885,412.23126075,425.44233018,439.07505564112506,453.1428465327555,467.65953732780685,482.6394010086818,498.0971629268142,514.0480150991267,530.5076309551439,547.4921805489328,565.0183462504893,583.1033389316453,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Share,0.0,0.01,0.3,0.4,0.5,0.6,0.65,0.7,0.75,0.8,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,,3.870225,119.828655,164.8925043,212.72116509,263.445033384675,294.5428502462911,327.3616761294648,361.97955075651134,398.4777303414514,436.94081283425766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COGS,,0.38702250000000005,11.9828655,16.489250430000002,21.272116509,26.344503338467504,29.45428502462911,32.73616761294648,36.19795507565114,39.84777303414514,43.69408128342577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Profit,,3.4832025,107.8457895,148.40325387000001,191.449048581,237.1005300462075,265.088565221662,294.6255085165183,325.7815956808602,358.62995730730626,393.2467315508319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SG&A,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Op Inc,,-46.5167975,57.845789499999995,98.40325387000001,141.449048581,187.1005300462075,215.088565221662,244.62550851651832,275.7815956808602,308.62995730730626,343.2467315508319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,0.0,8.676868424999999,14.760488080500002,21.217357287149998,28.065079506931124,32.2632847832493,36.69382627747775,41.36723935212903,46.29449359609594,51.487009732624784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Inc,,-46.5167975,49.168921075,83.64276578950002,120.23169129385,159.03545053927638,182.8252804384127,207.93168223904058,234.41435632873117,262.3354637112103,291.75972181820714,277.1717357272968,263.3131489409319,250.1474914938853,237.64011691919103,225.75811107323148,214.4702055195699,203.7466952435914,193.55936048141183,183.88139245734124,174.68732283447417,165.95295669275046,157.65530885811293,149.77254341520728,142.2839162444469,135.16972043222455,128.4112344106133,121.99067269008263,115.89113905557849,110.09658210279956,104.59175299765958,99.3621653477766,94.39405708038777,89.67435422636838,85.19063651504996,80.93110468929746,76.88454945483258,73.04032198209094,69.38830588298639,65.91889058883706,62.622946059395204,59.49179875642544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Discount,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NPV,1660.7622319122404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,1.75,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Price,949.0069896641373,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,394.1666666666667,395.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
