Main,Unnamed: 1,Unnamed: 2
,Brand Name,"fka TRA, fka SCH530348"
,Generic Name,vorapaxar
,Clinical Trials,
,,"Phase III ""TRACER"" ACS - discontinued"
,,
,,"Phase III ""TRA-2P"""
,,Modified due to tox.
