Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,Placebo,50mg,100mg
,Day 28 (BURNS' VERSION),-1.5,-5.7,-4.5
,Day 28 (REAL DATA),-3.4,-2.8,-0.1
