Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,Brand,Generic,MOA,Company,2024 Revenue,Indications,Ulcerative Colitis,Crohn's,RA,AD,AS,Psoriasis,Administration
,,prednisone,steroid,,,,,,,,,,
,Remicade,infliximab,TNF-alpha,JNJ,1590,,,,,,,,
,Enbrel,etanercept,TNF-alpha,AMGN/PFE,,,,,,,,Approved,
,Humira,adalimumab,TNF-alpha,ABBV,9293,,7% remission,,,,,Approved,
,Rituxan,rituximab,CD20,ROG,,,,,,,,,
,Simponi,golimumab,TNF-alpha,JNJ,2205,,,,,,,,
,Tremfya,guselkumab,p19 mab,JNJ,3859,,25% vs. 10% for placebo,,Does not work,,,Approved,
,Stelara,ustekinumab,p40 mab,JNJ,10490,,,,Does not work,,,Approved,
,Xeljanz,tofacitinib,JAK,PFE,,,,,,,,,
,Cibinqo,abrocitinib,JAK,PFE,,,,,,,,,
,Dupixent,dupilumab,IL-4Ralpha,SNY/REGN,,,,,,,,,
,Xolair,omalizumab,,ROG/NVS,,,,,,,,,
,,cyclosporine,,Generic,,,,,,,,,
,Rinvoq,upadacitinib,JAK,ABBV,5643,,FDA - 2L. 9-20% remission vs. 0% for placebo.,FDA - 2L,"FDA, 2L","FDA, 2L adults & 12yoa+",FDA - 2L,,
,Omvoh,mirikizumab,p19 mab,LLY,151,,"FDA, EMA, JP. 12%-23% vs. 5%.","FDA filed, CHMP recommended",,,,,
,Skyrizi,risankizumab,p19 mab,ABBV,10813,,,,,,,,
,Ebglyss,lebrikizumab,IL-13,LLY,42,,,,,,,,
,Soliris,eculizumab,C5 mab,AZN,,,,,,,,,
,Ultomiris,ravulizumab,C5 mab,AZN,,,,,,,,,
,Orencia,abatecept,CTLA4,BMY,,,,,,,,,
,Otezla,apremilast,,AMGN,,,,,,,,,
,Tysabri,natalizumab,VLA4,BIIB,,,,,,,,,
,Entyvio,vedolizumab,VLA4,TAK,,"CD, UC",17% vs. 7% for Humira,,,,,,
,Kisempta,ofatumumab,CD20,NVS,,,,,,,,,
,Ocrevus,ocrelizumab,CD20,ROG,,,,,,,,,
,Uplizna,inebilizumab,CD19,AMGN,,,,,,,,,
,,anakinra,,,,,,,,,,,
,,basiliximab,IL-2/CD25,NVS,,,,,,,,,
,Actemra,tocilizumab,IL-6,ROG,,,,,,,,,
,Sarclisa,sarilumab,IL-6,SNY/REGN,,,,,,,,,
,Taltz,ixekizumab,IL-17A,LLY,3250,,,,,,,,
,Cosentyx,secukinumab,IL-17A,NVS,,,,,,,,,
,Benlysta,belimumab,BAFF,GSK,,,,,,,,,
,,brodalumab,,,,,,,,,,,
,Velsipity,etrasimod,S1P,PFE,,Ulcerative Colitis,27% vs. 7% at week 12,,,,,,
,Cimzia,certolizumab,TNF-alpha,,,,,,,,,,
,Olumiant,baricitinib,JAK,,,,,,,,,,
,,filgotinib,,,,,,,,,,,
,,belatacept,,,,,,,,,,,
,Campath,alemtuzumab,,,,,,,,,,,
,,teplizumab,,,,,,,,,,,
,Copaxone,glatiramer,,,,,,,,,,,
,,fingolimod,,,,,,,,,,,
,,siponimod,,,,,,,,,,,
,,ozanimod,,,,,,,,,,,
,,ponesimod,,,,,,,,,,,
,Acthar,,,,,,,,,,,,
,,dexamethasone,,,,,,,,,,,
,,tacrolimus,,,,,,,,,,,
,,methotrexate,,,,,,,,,,,
,,leflunomide,,,,,,,,,,,
,,sulfasalazine,,,,,,,,,,,
,,hydroxychoroquine,,,,,,,,,,,
,,azathioprine,,,,,,,,,,,
,,mycophenolate mofetil,,,,,,,,,,,
,,cyclophosphamide,,,,,,,,,,,
,,6-mercaptopurine,,,,,,,,,,,
,,pimecrolimus,,,,,,,,,,,
,,sirolimus,,,,,,,,,,,
,,everolimus,,,,,,,,,,,
,,dapsone,,,,,,,,,,,
,,colchicine,,,,,,,,,,,
,,auranofin,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,JNJ-77242113,icotrokinra,IL-23R,JNJ/PTGX,,,,,,,,,
,,dazodalibep,CD40L inhibitor,AMGN,,Sjogren's,,,,,,,
,,daxdilimab,ILT7 mab,AMGN,,"Discoid Lupus Erythematosus, Dermatomyositis, Antisynthetase Inflammatory Myositis",,,,,,,
,,fipaxalprant,LPAR1 antagonist,AMGN,,failed for systemic sclerosis,,,,,,,
,AMG 451/KHK4083,rocatinlimab,OX40 mab,AMGN/4151,,Atopic Dermatitis,,,,X,,,
,"RO7790121, PF-06480605, RVT-3101",,TL1A mab,Roche,,"UC, MASH, AD, CD",X,,,,,,
,,tulisokibart,TL1A mab,MRK (Prometheus),,UC,26% remission vs. 1% placebo,,,,,,
,ABX464,,,,,,,,,,,,
,Litfulo (PF-06651600),ritlecitinib,JAK3/TEC,PFE,,Alopecia Areata,14-36% remission,,,,,,
,(PF-06700841),brepocitinib,TYK2/JAK1,Priovant (ROIV/PFE),,,15-26% remission,,,,,,
,,etrolizumab,anti-B7 integrin mab,Roche,,UC,19% remission vs. 7% for placebo,,,,,,
