Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,,,,,,,,,,2022-07-31 00:00:00,2022-10-31 00:00:00,2023-01-31 00:00:00,2023-04-30 00:00:00,2023-07-31 00:00:00,2023-10-31 00:00:00,2024-01-31 00:00:00,2024-04-30 00:00:00,2024-07-31 00:00:00,2024-10-31 00:00:00,2025-01-30 00:00:00,,,,,2022-01-31 00:00:00,2023-01-31 00:00:00,2024-01-31 00:00:00,2025-01-31 00:00:00,2026-01-31 00:00:00
,,FQ121,FQ221,FQ321,FQ421,FQ122,FQ222,FQ322,FQ422,FQ123,FQ223,FQ323,FQ423,FQ124,FQ224,FQ324,FQ424,FQ125,FQ225,FQ325,FQ425,,,,,FY2022,FY2023,FY2024,FY2025,FY2026
,Customers,,,,,,,,,,,,,,,,,,,,,,,,,15000,17600,18950,,
,ACV >100k,,,,,,,,,,,,,,,,,,,,,,,,,3100,3930,4485,,
,NRR,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.2,1.11,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RPO,,,,,,,,2690,2710,2790,,,,,,,,,3659,,,,,,2694,3007,3385,,
,Current RPO,,,,,,,,1350,1410,1500,1545,,,,,,,,2062,,,,,,1351,1684,1952,,
,Billings,,,,,,,,603,389,491,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subscription,,,206.743,225.4,240.058,303.121,336.702,369.329,397.941,435.384,466,495,503,542,569,591,603,632,651,654,,,,,1249.21,1794.325,2205,2540,
,Services,,,10.636,9.34,10.948,12.379,13.978,13.686,17.002,16.423,15,15,15,14,15,14,14,14,14,14,,,,,50.991,63.425,58,56,
,Revenue,,,217.379,234.74,251.006,315.5,350.68,383.015,414.943,451.807,481,510,518,556,584,605,617,646,665,668,,,,,1300.201,1857.75,2263,2596,
,COGS,,,56.908,61.14,66.123,101.106,109.674,119.502,131.165,137.694,138,139,142,149,145,145,148,155,157,160.32,,,,,396.40500000000003,545.8589999999999,581,620.3199999999999,
,Gross Profit,,,160.471,173.60000000000002,184.88299999999998,214.394,241.006,263.513,283.778,314.11300000000006,343,371,376,407,439,460,469,491,508,507.68,,,,,903.796,1311.891,1682,1975.68,
,R&D,,,58.15,62.316,68.863,122.407,130.535,147.454,161.651,155.836,148,154,163,172,165,156,163,164,158,158,,,,,469.25899999999996,619.4870000000001,656,643,
,S&M,,,109.812,115.173,146.521,198.35,203.878,221.577,252.473,264.653,290,259,256,261,270,249,236,238,256,256,,,,,770.326,1066.126,1036,986,
,G&A,,,44.485,50.707,60.18,157.077,105.149,108.908,109.343,101.686,98,100,110,119,111,110,117,108,110,110,,,,,431.314,409.029,450,445,
,OpEx,,,212.447,228.196,275.56399999999996,477.834,439.562,477.939,523.467,522.1750000000001,536,513,529,552,546,515,516,510,524,524,,,,,1670.8990000000001,2094.642,2142,2074,
,OpInc,,,-51.976,-54.595999999999975,-90.68099999999998,-263.44,-198.556,-214.42600000000004,-239.68899999999996,-208.062,-193,-142,-153,-145,-107,-55,-47,-19,-16,-16.319999999999993,,,,,-767.1030000000001,-782.7509999999997,-460,-98.31999999999994,
,Interest,,,-20.49,-20.443,-18.405,-20.661,-22.087999999999997,-21.259999999999998,-1.164,1.806,2,8,14,16,19,-1,25,28,25,25,,,,,-82.41399999999999,10.642,48,103,
,Pretax,,,-72.466,-75.03899999999997,-109.08599999999998,-284.101,-220.644,-235.68600000000004,-240.85299999999995,-206.256,-191,-134,-139,-129,-88,-56,-22,9,9,8.680000000000007,,,,,-849.517,-772.1089999999997,-412,4.680000000000064,
,Taxes,,,0.209,0.767,0.01,-7.462,0.667,5.5,1.86,4.216,4,4,4,7,7,18,18,-17,9,0,,,,,-1.2850000000000001,14.076,36,10,
,Net Income,,,-72.675,-75.80599999999997,-109.09599999999999,-276.639,-221.311,-241.18600000000004,-242.71299999999997,-210.472,-195,-138,-143,-136,-95,-74,-40,26,0,8.680000000000007,,,,,-848.2320000000001,-786.1849999999997,-448,-5.319999999999936,
,EPS,,,-0.5641899497721503,-0.5825047257526623,-0.8278834698012552,-1.8277251795424065,-1.4393649678711726,-1.5588547052740436,-1.5571002405773855,-1.3371791613722999,-1.2286715225445473,-0.8622952048888388,-0.8864204112246858,-0.8356118091610089,-0.5779256726750659,-0.4418833786164273,-0.23885588033320396,0.14904582012462522,0,0.05085748771041704,,,,,-5.3683785823572325,-4.975689098938167,-2.835348825434598,-0.03114507928237485,
,Shares,,,128.813,130.138,131.777,151.357,153.756,154.72,155.875,157.4,158.708,160.038,161.323,162.755,164.381,167.465,167.465,174.443,170.673,170.673,,,,,158.00525,158.00525,158.00525,170.8135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,0.613219308212845,0.6316563005878844,0.6531198457407392,0.4320348652931856,0.37162085091821595,0.33154054018772117,0.24836423315973533,0.23061395684440478,0.2141372141372142,0.18627450980392157,0.19111969111969107,0.1618705035971224,0.13869863013698636,0.10413223140495864,,,,,,0.4288175443642943,0.2181402233885077,0.1471498011489174,
,Gross Margin,,,0.7382083825944549,0.739541620516316,0.7365680501661314,0.6795372424722662,0.6872533363750427,0.6879965536597783,0.6838963423891957,0.6952371255868104,0.7130977130977131,0.7274509803921568,0.7258687258687259,0.7320143884892086,0.7517123287671232,0.7603305785123967,0.7601296596434359,0.760061919504644,0.7639097744360902,0.76,,,,,0.6951202160281372,0.7061719822365765,0.7432611577551922,0.7610477657935285,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,2487.129,2476.978,,,2370,2106,2130,,2320,2358,2248,,,,,,,,,,
,AR,,,,,,,,,258.911,323.377,,,290,388,418,,307,377,463,,,,,,,,,,
,Commissions,,,,,,,,,265.61,271.966,,,303,319,324,,349,352,357,,,,,,,,,,
,Prepaids,,,,,,,,,75.483,64.49,,,88,91,75,,173,181,165,,,,,,,,,,
,PP&E,,,,,,,,,66.418,66.958,,,54,49,50,,47,47,46,,,,,,,,,,
,Leases,,,,,,,,,144.731,141.94,,,114,92,91,,81,82,79,,,,,,,,,,
,Goodwill,,,,,,,,,5700.166,5681.745,,,5633,5617,5603,,5632,5616,5599,,,,,,,,,,
,Other,,,,,,,,,47.233,46.553,,,48,51,49,,46,54,53,,,,,,,,,,
,Assets,,,,,,,,,9045.681,9074.007,,,8900,8713,8740,,8955,9067,9010,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,33.752,43.708,,,10,13,11,,12,11,12,,,,,,,,,,
,AE,,,,,,,,,110.928,106.477,,,91,95,108,,166,142,151,,,,,,,,,,
,Compensation,,,,,,,,,83.207,87.094,,,88,123,168,,117,113,147,,,,,,,,,,
,Debt,,,,,,,,,2193.873,2195.319,,,1831,1451,1302,,1155,1113,858,,,,,,,,,,
,DR,,,,,,,,,971.264,1011.284,,,1187,1242,1274,,1410,1415,1440,,,,,,,,,,
,Lease,,,,,,,,,163.868,158.577,,,134,122,119,,108,107,102,,,,,,,,,,
,Other,,,,,,,,,16.095,18.532,,,25,27,28,,34,33,35,,,,,,,,,,
,SE,,,,,,,,,5472.694,5453.016,,,5534,5640,5730,,5953,6133,6265,,,,,,,,,,
,L+SE,,,,,,,,,9045.681,9074.007,,,8900,8713,8740,,8955,9067,9010,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,,,,,-143,-136,-95,-74,-40,26,0,,,,,,-848.2320000000001,-786.1849999999997,-448,-5.319999999999936,
,Reported NI,,,,,,,,,,,,,-119,-111,-81,-44,-40,29,16,,,,,,-848,-815,-355,,
,SBC,,,,,,,,,,,,,166,185,172,161,151,148,135,,,,,,566,677,684,,
,Depreciation,,,,,,,,,,,,,25,18,21,20,21,21,22,,,,,,108,114,84,,
,Amortization of DC,,,,,,,,,,,,,24,27,28,28,30,32,33,,,,,,143,90,107,,
,DT,,,,,,,,,,,,,1,2,1,2,1,-5,2,,,,,,-6,7,6,,
,Other,,,,,,,,,,,,,-21,-23,-16,-8,3,1,-15,,,,,,1,20,-68,,
,WC,,,,,,,,,,,,,53,-45,31,15,53,-140,-34,,,,,,140,-7,54,,
,CFFO,,,,,,,,,,,,,129,53,156,174,219,86,159,,,,,,104,86,512,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,-5,-4,-7,16,-5,-8,-5,,,,,,,,,,
,Investments,,,,,,,,,,,,,86,499,27,-612,-133,164,-94,,,,,,,,,,
,Acquisitions,,,,,,,,,,,,,-22,0,0,22,-56,0,0,,,,,,,,,,
,CFFI,,,,,,,,,,,,,59,495,20,-574,-194,156,-99,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,-332,-339,-139,810,0,-120,-160,,,,,,,,,,
,ESOP,,,,,,,,,,,,,6,24,6,-36,-37,70,-105,,,,,,,,,,
,CFFF,,,,,,,,,,,,,-326,-315,-133,774,-37,-50,-265,,,,,,,,,,
,FX,,,,,,,,,,,,,1,1,-3,1,-1,1,1,,,,,,,,,,
,CIC,,,,,,,,,,,,,-137,234,40,375,-13,193,-204,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TTM CFFO,,,,,,,,,,,,,,,,512,602,635,638,,,,,,,,,,
