Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,Price,390.0,
,,,,,,,Shares,208.24207900000002,Q324
,,,,,,,MC,81214.41081,
,,,,,,,BTC,386700.0,Q324
,,,,,,,USD/BTC,95000.0,
,,,,,,,BTC Value,36736.5,Q324
,,,,,,,Cash,78.20499999999993,Q324
,$3B - 2029 0% convertibles 55% premium to 11/19/24,,,,,,Debt,4211.949,Q324
,,,,,,,EV,48611.65481,
