Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,MOA,Economics,,,,,Price,13.15,
,AlloNK,"LN, SLE","Allogeneic, off-the-shelf NK cells",,,,,,Shares,24.289328,Q324
,,"RA, PV",,,,,,,MC,319.4046632,
,AB-101,,,,,,,,Cash,199.597,Q324
,AB-201,,,,,,,,Debt,0.0,Q324
,AV-205,,,,,,,,EV,119.80766320000001,
,,,,Affimed,,,,,,,
,,,,MRK,,,,,,,
,,,,,,,,,,,
,,,,,1H25: initial autoimmune data,,,,CEO: Fred Aslan,,
,,,,,,,,,Founded: 2019,,
,,,,,"7/22/24: Sold 13,920,000 shares in IPO at $12 for $151m net.",,,,,,
,,,,,,,,,,,
,,,,,,,,,PIC,431.244,Q324
,,,,,,,,,AD,230.589,Q324
