Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,Name,Indication,MOA,Approved,,,,,,,,,Price,26.7,
,"Relyvrio (sodium phenylbutyrate, taurursodiol)",ALS,,,,,,,,,,,Shares,67.176067,Q123
,,,,,,,,,,,,,MC,1793.6009889,
,,,,,,,,,,,,,Cash,345.674,Q123
,,,,,,,,,,,,,Debt,0.0,Q123
,,,,,,,,,,,,,EV,1447.9269889,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,AD,352.647,Q123
