Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,Price,100.96,
,,,,,,,,,,,,,Shares,1312.828807,Q222
,,,,,,,,,,,,,MC,132543.19635472,
,,,,,,,,,,,,,Cash,36117.0,Q222
,,,,,,,,,,,,,Debt,65216.0,Q222
,,,,,,,,,,,,,EV,161642.19635472,
