Main,Unnamed: 1,Unnamed: 2
,Brand,Rezdiffra
,Generic,resmetirom
,Indication,"NASH/NAFLD, MASH. F0 (no fibrosis) to F4 (cirrhosis). Global prevalence of NASH is 4-6%."
,,  NAFLD activity score (0 to 8 scale)
,,  VCTE evaluation
,MOA,Thyroid Beta agonist
,Clinical Trials,
,,"Phase III ""MAESTRO-NASH"" n=966 NASH 54 months - NCT03900429"
,,80mg vs. 100mg vs. placebo
,,PE: NASH Resolution with no worsening of fibrosis at 52 weeks with biopsy
,,25.9% vs. 29.9% vs. 9.7%
,,Fibrosis improvement of at least one stage with no worsening of NAFLD: 24.2% 25.9% vs. 14.2%
,,"50% required to be F3, no more than 15% F1. Biopsies taken at baseline and 52 weeks."
,,"Co-primary: NASH Resolution defined as hepatocellular ballooning score of 0, lobular inflammation score of 0 or 1, and reduction in NAFLD by >= 2 with no worsening of fibrosis"
,,Co-primary:  improvement in fibrosis by at least one stage with no worsening of the NAFLD score.
