Main,Unnamed: 1,Unnamed: 2
,Brand,"Alyftrek; fka VX-121, fka VX561"
,Generic,"vanzacaftor, deutivacaftor; Alyftrek (deutivacaftor, tezacaftor, vanzacaftor)"
,Indication,Cystic Fibrosis
,Regulatory,FDA approval 12/20/2024
,Clinical Trials,
,,"Phase III ""SKYLINE 102"""
,,VX-121/tezacaftor/VX-561 vs. Trikafta
,,
,,"Phase III ""SKYLINE 103"" n=597 F508del/F508del, F/G or F/RF - NCT05076149"
,,
,,
,,
,,Phase III RIDGELINE
