Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Novera,,,,,,,,,Price,7.86,
,9-qubit,,,,,,,,,Shares,283.546871,Q324
,,,,,,,,,,MC,2228.6784060600003,
,Ankaa-2,,,,,,,,,Cash,217.0,Q324
,84-qubits,,,,,,,,,Debt,0.0,Q324
,,,,,,,,,,EV,2011.6784060600003,
,,,,,,,,,,,,
,,,,,,,,,,PIC,524.351,Q324
,,,,,,,,,,AD,401.786,Q324
,,,,,,,,,,,,
,https://quantumcomputingreport.com/,,,,,,11/26/24: Sold 50m shares at $2.00 for $100m.,,,,,
,,,,,,,11/25/243: post-Q3 ATM: sold 38.1m shares at $1.53 for $58.4m,,,,,
,,,,,,,,,,,,
,,,,,,,,,,Founded,2013.0,
,,,,,,,,,,,,
,,13395727.0,,,,,,,,,,
,Blackrock,15030105.0,,,,,,,,,,
,iShares Russell 2000 ETF,4788361.0,,,,,,,,,,
,iShares Russel 2000 Value ETF,1769137.0,,,,,,,,,,
,iShares Micro-Cap ETF,409204.0,,,,,,,,,,
,iShares Core S&P Total US Stock,300673.0,,,,,,,,,,
,iShares Russell 3000 ETF,50623.0,,,,,,,,,,
,iShares III PLC,153046.0,,,,,,,,,,
,BlackRock Institutional Trust,4663382.0,,,,,,,,,,
,Master Small Cap Index Series,,,,,,,,,,,
,BlackRock Advisors,315781.0,,,,,,,,,,
,BlackRock Inc,419973.0,,,,,,,,,,
,,19518.0,,,,,,,,,,
,,35373.0,,,,,,,,,,
,,470656.0,,,,,,,,,,
