Main,Unnamed: 1,Unnamed: 2
,Brand Name,"Kisunla, LY3002813"
,Generic Name,donanemab
,MOA,N3pG (pyroglutamate epitope) amyloid beta mab
,Regulatory,"FDA rejected accelerated application 1/18/2023, approved full application 7/2/2024"
,,IND 109157 opened 2/5/2013
,,Japan approved 9/2024
,,MHRA approved 10/2024
,,China approved 12/2024
,Clinical Trials,
,,"Phase III ""TRAILBLAZER-ALZ 2"" n=1736 early symptomatic AD ""AACI"" - NCT04437511, JAMA"
,,iADRS 2.92 vs. placebo in combined population
,,iADRS 3.25 vs. placebo in low/medium population
,,72 week treatment period
,,Database lock 4/28/2023
,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/761248Orig1s000StatR.pdf
,,
,,"Phase II ""TRAILBLAZER-ALZ"" n=272 - AACG - NCT03367403"
,,iADRS was not SS according to predefined heirarchy p=0.042
,,72 week treatment period
,,
,,
,,"Phase III ""TRAILBLAZER-ALZ-3"" - preclinical AD"
,,TRAILBLAZER-ALZ-5 - China/Korea
,,
,,Phase III TRAILBLAZER-ALZ-6 - ARIA
