Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
,,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
,TAVR,,594.3,744.6,776.2,791.7,901.5,857.8,871.5,881.3,,,,,,,,,,,,,,,,,,,,,2283.8,2737.9,2857.3,3422.5,,3879.8,4106.1,,,,,,
,Mitral/Tricuspid,,6.1,12.1,13.1,16.3,22.1,22.3,25.3,27,,,,,,,,,,,,,,,,,,,,,2.9,28.2,41.8,86.0,,197.6,352.1,,,,,,
,Structural,,160.9,203.3,204.2,213,237.4,217.4,221.3,220.8,,,,,,,,,,,,,,,,,,,,,761.6,841.7,761.8,889.1,,932.6,981.3,,,,,,
,Critical Care,,163.7,180.9,198.2,195.6,215,212.7,211.6,212.1,,,,,,,,,,,,,,,,,,,,,674.5,740.2,725.4,834.9,,,,,,,,,
,Revenue,,925,1140.9,1191.7,1216.6,1376,1310.2,1329.6999999999998,1341.1999999999998,,,,,,,,1329.9,,,,1412.7,,,,,,,2963.7,3435.3,3722.8,4348.0,4386.3,5232.5,4464.0,5010.0,5439.500000000001,,,,,,
,COGS,,238.2,281,296.3,293.4,334.3,311.7,309.5,299.3,,,,,,,,286.9,,,,301.6,,,,,,,,875.3,939.4,1114.4,1080.6,1248.9,723.7,978.4,1117.5,,,,,,
,Gross Margin,,686.8,859.9000000000001,895.4000000000001,923.1999999999999,1041.7,998.5,1020.1999999999998,1041.8999999999999,,,,,,,,1043,,,,1111.1,,,,,,,,2560.0,2783.4,3233.6,3305.7000000000003,3983.6,3740.3,4031.6,4322.000000000001,,,,,,
,SG&A,,274.9,307.2,338.5,330.8,374.5,364.4,424,370.3,,,,,,,,428.4,,,,465.7,,,,,,,,990.8,1088.5,1242.2,1228.4,1493.7,1357.6,1582.5,1789.2,,,,,,
,R&D,,182.1,195.5,195.7,207,225.3,238,232.8,228.6,,,,,,,,256.7,,,,254.6,,,,,,,,552.6,622.2,752.7,760.7,903.1,843.6,962.9,1053.0,,,,,,
