Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
,OpEx,,457,502.7,534.2,537.8,599.8,602.4,656.8,598.9,,,,,,,,685.0999999999999,,,,720.3,,,,,,,,1543.4,1710.7,1994.9,1989.1000000000001,2396.8,2201.2,2545.4,2842.2,,,,,,
,OpInc,,229.79999999999995,357.2000000000001,361.20000000000005,385.4,441.9000000000001,396.1,363.39999999999986,442.9999999999999,,,,,,,,357.9000000000001,,,,390.79999999999995,,,,,,,,1016.5999999999999,1072.7,1238.6999999999998,1316.6000000000001,1586.7999999999997,1539.1000000000004,1486.1999999999998,1479.800000000001,,,,,,
,Interest,,1.5,6.5,4.7,5.8,3.4000000000000004,0.5999999999999999,1.9,-2.6999999999999997,,,,,,,,16.5,,,,39.1,,,,,,,,-2.8999999999999986,-2.1000000000000014,-20.7,-15.8,-18.4,-16.3,-49.6,-100.5,,,,,,
,Pretax Income,,231.29999999999995,363.7000000000001,365.90000000000003,391.2,445.30000000000007,396.70000000000005,365.29999999999984,440.2999999999999,,,,,,,,374.4000000000001,0,0,0,429.9,,,,,,,,1013.6999999999999,1070.6000000000001,1217.9999999999998,1300.8000000000002,1568.3999999999996,1522.8000000000004,1436.6,1379.300000000001,,,,,,
,Taxes,,0,39.1,46.6,51.1,56,50.8,41,62.5,,,,,,,,46.3,,,,70.3,,,,,,,,451.3,39.2,119.6,93.3,198.9,195.5,152.4,152.1,,,,,,
,Net Income,,231.29999999999995,324.6000000000001,319.3,340.09999999999997,389.30000000000007,345.90000000000003,324.29999999999984,377.7999999999999,,,,,,,,328.1000000000001,,,,359.59999999999997,,,,,,,,562.3999999999999,1031.4,1098.3999999999999,1207.5000000000002,1369.4999999999995,1327.3000000000004,1284.1999999999998,1227.2000000000012,,,,,,
,EPS,,0.37288408834434944,0.5144215530903329,0.5052215189873418,0.538729605575796,0.6180346086680427,0.5475700490739275,0.5131329113924048,0.600254210359072,,,,,,,,0.543121999668929,,,,0.611772711806737,,,,,,,,2.6049096804075953,1.609299422686847,1.7251452803518137,1.9109036239911383,2.169676806083649,2.1264017942967004,2.1073186741056773,2.047722342733191,,,,,,
,Shares,,620.3,631,632,631.3,629.9,631.7,632,629.4,,,,,,,,604.1,,,,587.8,,,,,,,,215.9,640.9,636.7,631.9,631.2,624.2,609.4,599.3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,0.4875675675675675,0.1483916206503637,0.11580095661659784,0.10241657077100119,,,,,,,,,,,,0.062260320324836416,,,,,,,,0.15912541755238396,0.08368992518848417,0.16793811109917267,0.008808647654093837,0.19291886099901956,-0.14687052078356422,0.12231182795698925,0.08572854291417187,,,,,,
,Gross Margin,,0.7424864864864864,0.7537032167586993,0.7513635982210288,0.7588361006082525,0.7570494186046512,0.7620973897114944,0.767240730991953,0.776841634357292,,,,,,,,0.7842694939469133,,,,0.7865081050470729,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.2691179787953982,,,,0.2766333970411269,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,,,,,,,,,,-53.5,,,,280.4,,,,,,,,,,1182.9,1054.3,1732.1,1218.2,895.8,542.3,,,,,,
,CX,,,,,,,,,,,,,,,,,-65.3,,,,-56,,,,,,,,,,-254.4,-407.0,-325.8,-244.6,-253.0,-252.4,,,,,,
,CFFO,,,,,,,,,,,,,,,,,-118.8,,,,224.39999999999998,,,,,,,,,,928.5000000000001,647.3,1406.3,973.6,642.8,289.9,,,,,,
