Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0
,Galafold,,80.731,81.631,87.989,86.112,94.331,100.733,106.6,99.359,110.817,,,,,,,,,,
,Pombiliti/Opfolda,,0,0.06,0.107,0.158,0.172,2.768,8.482,11.044,15.852,,,,,,,,,,
,Revenue,,80.731,81.691,88.096,86.27,94.503,103.501,115.082,110.40299999999999,126.669,,,,305.514,329.233,399.356,,,,
,COGS,,8.197,13.436,6.942,6.942,9.114,9.946,11.324000000000002,13.567,11.261,,,,34.466,38.599,37.326,,,,
,Gross Profit,,72.53399999999999,68.255,81.154,79.328,85.389,93.555,103.758,96.83599999999998,115.408,,,,271.048,290.634,362.03,,,,
,R&D,,78.319,52.97,41.499,41.499,35.149,40.704,35.02899999999999,28.329,24.683,,,,272.049,276.677,152.381,,,,
,SG&A,,53.379,47.272,73.957,73.957,65.423,65.651,70.23899999999998,88.029,73.576,,,,192.71,213.041,275.27,,,,
,Operating Expenses,,131.698,100.24199999999999,115.45599999999999,115.45599999999999,100.572,106.35499999999999,105.26799999999997,116.358,98.25899999999999,,,,464.759,489.718,427.65099999999995,,,,
,Operating Income,,-59.164000000000016,-31.986999999999995,-34.30199999999999,-36.127999999999986,-15.183000000000007,-12.799999999999983,-1.5099999999999767,-19.52200000000002,17.149000000000015,,,,-193.711,-199.084,-65.62099999999998,,,,
,Interest Income,,-7.901,-9.056999999999999,-9.645,-9.645,-10.755,-11.515,-27.04199999999999,-10.896,-11.142,,,,-31.961999999999996,-34.095,-58.956999999999994,,,,
,Pretax Income,,-67.06500000000001,-41.044,-43.94699999999999,-45.77299999999998,-25.93800000000001,-24.314999999999984,-28.551999999999968,-30.41800000000002,6.007000000000016,,,,-225.673,-233.179,-124.57799999999997,,,,
,Taxes,,0.911,4.023,-0.287,-0.287,2.715,-3.128,2.1830000000000007,4.836,15.805,,,,8.906,-5.471,1.483,,,,
,Net Income,,-67.97600000000001,-45.06699999999999,-43.65999999999999,-45.48599999999998,-28.65300000000001,-21.186999999999983,-30.734999999999967,-35.25400000000002,-9.797999999999984,,,,-234.579,-227.708,-126.06099999999998,,,,
,EPS,,,,,,,,,,,,,,-0.8642593898049217,-0.7877610437502407,-0.4270872465817918,,,,
,Shares,,291.970562,289.223709,,,292.7970022,295.759435,,,,,,,271.421986,289.057198,295.164515,,,,
,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,0.17059122270255545,0.2669816748479026,0.3063249182709771,0.2797380317607512,0.3403701469794609,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,260.062,,,,,,,,,,
,AR,,,,,,,,,,85.174,,,,,,,,,,
,Inventories,,,,,,,,,,81.32,,,,,,,,,,
,,,,,,,,,,,35.145,,,,,,,,,,
,,,,,,,,,,,22.611,,,,,,,,,,
