Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,GlobeDX,Seed Round - GlobeDX,2020-11-20 00:00:00,$3M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Gnosis,Venture,,,,,,,,,,,,,,,,,,,,,Digital Currency Group,,
,Greenwood Finance,Seed Round,2021-04-01 00:00:00,$2M,,,,,,,,,,,,,,,,,,,,,Polychain
,GuildFi,Seed Round,2021-11-10 00:00:00,$6M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Haja Networks,,2018-06-12 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,Halborn,Series A,,,,,,,,,,,,,,,,,,,,,Digital Currency Group,,
,Hang,Series A,2022-07-14 00:00:00,$16M,,,,,,,,,,,,,,,,,,Paradigm,,,
,Harbor,,2018-04-17 00:00:00,$28M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Hashflow,Series A,,,,,,,,,Jump Crypto,,,,,,,,,,,,,,
,Hashflow,Series A,2022-07-21 00:00:00,25,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Hashflow,Seed,2021-04-29 00:00:00,3.2,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Hawku,Seed,2021-10-28 00:00:00,4,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Hedge,Seed,2022-04-19 00:00:00,3.7,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Hedgehog,Seed,2021-08-24 00:00:00,1.6,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Helium,Series D,2022-02-19 00:00:00,200,,,,,,Multicoin,,,Pantera Capital,Khosla Ventures,GV,Ribbit Capital,Tiger,FTX Ventures,a16z,,,,,,
,Hivemapper,Series A,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Hologram Labs,Seed,2022-07-14 00:00:00,6.5,,,,,,,,,,,,,,,,,,,,,Polychain
,Horizon Blockchain Games,Seed,2020-03-10 00:00:00,5,,,,,,,,,,,,,,,,,,,,,Polychain
,Horizon Blockchain Games,Seed,2019-07-17 00:00:00,3.8,,,,,,,,,,,,,,,,,,,,,Polychain
,Hyperspace,Seed,2022-02-15 00:00:00,4.5,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Ignite,Series A,2019-03-14 00:00:00,9,,,,,,,,,,,,,,,,,,Paradigm,,,
,InfiniGods,Seed,2022-05-06 00:00:00,9,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,InfStones,Series B,2021-12-06 00:00:00,33,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Injective,,2021-04-20 00:00:00,10,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Injective,Seed,2020-07-29 00:00:00,2.6,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Instadapp,Seed,2019-10-01 00:00:00,2.4,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Jambo,Series A,2022-05-10 00:00:00,30,,,,,,,,,Pantera Capital,,,,,,,,,Paradigm,,,
,Keep,,2018-04-01 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,KEEP network,ICO,2020-04-03 00:00:00,7.7,,,,,,,,,,,,,,,,,,Paradigm,,,
,KeeperDAO,Seed,2020-07-31 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,Kik,ICO,2017-08-29 00:00:00,100,,,,,,,,,Pantera Capital,,,,,,,,,,,,Polychain
,Kikitrade,Seed,2021-04-09 00:00:00,8,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Kiki World,Series A,2024-04-09 00:00:00,7,"a16z, Estee Lauder, Double Down, 2 Punks, Advancit, G money, Orange DAO, Red DAO",,,,,,,,,,,,,,a16z,,,,,,
,Kiosk,Seed,2024-05-02 00:00:00,10,Electric CapitalVariantUnion Square Ventures,Electric Capital,Electric Capital,Variant,Union Square Ventures,,,,,,,,,,a16z,,,,,,
,Koinex,Seed,2017-12-24 00:00:00,—,Pantera Capital,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Korbit,Series A,2015-07-25 00:00:00,3,Pantera Capital,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Korbit,Series A,2014-08-25 00:00:00,3,Pantera Capital,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Kresko Labs,Seed,2021-08-06 00:00:00,2.3,,,,,,,,,,,,,,,,,,,,,Polychain
,KuCoin,Series B,,,Jump Crypto,,,,,,Jump Crypto,,,,,,,,,,,,,,
,KurateDAO,Seed,2022-03-08 00:00:00,6.9,,,,,,,,,,,,,,,,,,,,,Polychain
,LaunchKey,,2014-11-24 00:00:00,3.8,Pantera Capital,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Lava Labs,Series A,2022-03-17 00:00:00,10,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Lava Network,Seed,,,Jump Crypto,,,,,,Jump Crypto,,,,,,,,,,,,,,
,LayerZero,Series A,,,Multicoin,,,,,Multicoin,,,,,,,,,a16z,,,,,,
,Leap Wallet,ICO,2022-04-05 00:00:00,3.2,Pantera Capital,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Li.Finance,,2022-07-11 00:00:00,5.5,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Lido,ICO,2021-05-05 00:00:00,51,,,,,,,,,,,,,,,,,,Paradigm,,,
,Lightspark,Seed,2022-05-12 00:00:00,—,,,,,,,,,,,,,,,,,,Paradigm,,,
,Linen App,Seed,2018-09-01 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,LiquiFi,Seed,2022-07-13 00:00:00,5,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Liquity,Series A,2021-03-29 00:00:00,6,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Liquity,Seed,2020-09-24 00:00:00,2.4,,,,,,,,,,,,,,,,,,,,,Polychain
,Lithium Finance,Seed,2021-06-01 00:00:00,5,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,LoanScan,Seed,2018-09-25 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,LootRush,Seed,2022-05-05 00:00:00,12,,,,,,,,,,,,,,,,,,Paradigm,,,
,Lumina,Seed,2018-10-02 00:00:00,4,,,,,,,,,,,,,,,,,Dragonfly,,,,
,MachineFi Lab,Seed,,,,,,,,,Jump Crypto,,,,,,,,,,,,,,
,Mad Realities,Seed,2022-04-25 00:00:00,6,,,,,,,,,,,,,,,,,,Paradigm,,,
,Maecenas,,2017-09-01 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Magic Eden,Series B,2022-06-21 00:00:00,130,,,,,,,,,,,,,,,,,,Paradigm,,,
,Magic Eden,Series A,2022-03-14 00:00:00,27,,,,,,,,,,,,,,,,,,Paradigm,,,
,MakerDAO,,2019-12-19 00:00:00,27.5,,,,,,,,,,,,,,,,,,Paradigm,,,
,MakerDAO,,2017-12-15 00:00:00,12,,,,,,,,,,,,,,,,,,,,,Polychain
,MakerDAO,,2019-12-19 00:00:00,27.5,,,,,,,,,,,,,,,,,Dragonfly,,,,
,MakersPlace,Series A,2021-08-04 00:00:00,30,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Mangata Finance,,2022-04-28 00:00:00,4.2,,,,,,,,,,,,,,,,,,,,,Polychain
,Mangata Finance,Seed,2021-03-02 00:00:00,1.4,,,,,,,,,,,,,,,,,,,,,Polychain
,Manta Network,Seed,2021-02-02 00:00:00,1.1,,,,,,,,,,,,,,,,,,,,,Polychain
,Maple Finance,,2021-03-18 00:00:00,1.4,,,,,,,,,,,,,,,,,,,,,Polychain
,Matrixport,,2019-12-01 00:00:00,—,,,,,,,,,,,,,,,,,,Paradigm,,,Polychain
,Matrixport,Series C,2021-08-02 00:00:00,100,,,,,,,,,,,,,,,,,,,,,Polychain
,Matrixport,Series C,2021-08-02 00:00:00,100,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Matrixport,,2019-12-01 00:00:00,—,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Matter Labs,Seed,2019-09-23 00:00:00,$2M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Maverick Protocol,,2022-02-15 00:00:00,$8M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Merico,Series A,2021-10-26 00:00:00,$12.4M,,,,,,,,,,,,,,,,,,,,,Polychain
,Merico,Series A,2020-09-18 00:00:00,$4.9M,,,,,,,,,,,,,,,,,,,,,Polychain
,Merico,Seed,2020-05-14 00:00:00,$3M,,,,,,,,,,,,,,,,,,,,,Polychain
,Merico,Pre Seed,2018-10-15 00:00:00,$1.1M,,,,,,,,,,,,,,,,,,,,,Polychain
,Merkle Manufactory,Seed,,,,,,,,Multicoin,,,,,,,,,a16z,,,,,,
,Metaflex Studios,ICO,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,MetaLend,Seed,2022-04-21 00:00:00,$5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,MetaStreet,Seed,2022-02-08 00:00:00,$3M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Metatheory,Series A,2022-05-16 00:00:00,$24M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Metatheory,Series A,2022-05-16 00:00:00,$24M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Metaverse Game Studios,Venture Round - Metaverse Game Studios,2022-03-14 00:00:00,$10M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Meter.io,Seed,2019-05-01 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Mina,ICO,2022-03-17 00:00:00,92,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Mina,Seed,2019-04-05 00:00:00,15,,,,,,,,,,,,,,,,,,Paradigm,,,
,Mithril,ICO,2018-01-17 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,MoHash,Seed,,,,,,,,,Jump Crypto,,,,,,,,,,,,,,
,MoonPay,Series A,2021-11-22 00:00:00,555,,,,,,,,,,,,,,,,,,Paradigm,,,
,mrgn labs,S,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,mrgn labs,Seed,2022-02-23 00:00:00,3,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,MyCrypto,Series A,2018-08-30 00:00:00,4,,,,,,,,,,,,,,,,,,,,,Polychain
,Namebase,Seed,2018-11-05 00:00:00,—,,,,,,,,,,,,,,,,,,Paradigm,,,
,Nand Capital,Seed,2019-03-15 00:00:00,—,,,,,,,,,,,,,,,,,,Paradigm,,,
,NEAR,ICO,2020-05-04 00:00:00,21.6,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,NEAR,,2022-01-13 00:00:00,150,,,,,,,,,,,,,,,,,Dragonfly,,,,
,NEAR Protocol,Series A,2019-07-10 00:00:00,12.1,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,NEAR Protocol,ICO,2022-01-13 00:00:00,150,,,,,,,,,,,,,,,,,Dragonfly,,,,
,NEAR Protocol,,2021-01-19 00:00:00,—,,,,,,,,,,,,,,,,,Dragonfly,,,,
,NEBRA Labs,Seed,2024-04-17 00:00:00,4.5,"Nascent, Bankless, Public Works, Dialectic, Daedalus Angel Syndicate, a16z",,,,,,,,,,,,,,a16z,,,,,,
,Neon Media,,2021-11-12 00:00:00,10.5,,,,,,,,,,,,,,,,,,,,,Polychain
,Nervos Network,Series A,2018-07-18 00:00:00,28,,,,,,,,,,,,,,,,,,,,,Polychain
,Nervos Network,,2019-12-24 00:00:00,—,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Nitra,Seed,2022-01-10 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Nomad,,2022-07-28 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,Nomad,Seed,2022-04-12 00:00:00,22.4,,,,,,,,,,,,,,,,,,,,,Polychain
,Notional Finance,Series A,2021-04-29 00:00:00,10,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Notional Finance,Seed,2020-10-26 00:00:00,1.3,,,,,,,,,,,,,,,,,,,,,Polychain
,NuCypher,ICO,2019-10-07 00:00:00,10.7,,,,,,,,,,,,,,,,,,,,,Polychain
,NuCypher,,2018-04-15 00:00:00,10.7,,,,,,,,,,,,,,,,,,,,,Polychain
,NuCypher,,2017-12-12 00:00:00,4.4,,,,,,,,,,,,,,,,,,,,,Polychain
,Numerai,,2019-03-21 00:00:00,11,,,,,,,,,,,,,,,,,,Paradigm,,,
,Nuo,Seed,2020-04-04 00:00:00,3,,,,,,,,,,,,,,,,,,,,,Polychain
,Nuo,Seed,2020-04-04 00:00:00,3,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Nym Technologies,Series A,2021-07-16 00:00:00,6,,,,,,,,,,,,,,,a16z,,,,Digital Currency Group,,Polychain
,O(1) Labs,Series A,2019-04-05 00:00:00,15,,,,,,,,,,,,,,,,,,Paradigm,,,Polychain
,O(1) Labs,Seed,2018-02-01 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,Oasis Labs,Series A,2018-07-09 00:00:00,45,,,,,,,,,Pantera Capital,,,,,,,,,,,,Polychain
,Oasys,ICO,,,,,,,,,Jump Crypto,,,,,,,,,,,,,,
,ODX Pte. Ltd,ICO,2018-07-26 00:00:00,60,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Offchain Labs,Series B,2021-08-31 00:00:00,100,,,,,,,,,Pantera Capital,,,,,,,,,,,,Polychain
,Offchain Labs,Seed,2019-04-03 00:00:00,3.7,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,OnChain Studios,Series A,,,,,,,,,,,,,,,,,a16z,,,,,,
,Ondo Finance,Series A,2022-04-27 00:00:00,20,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Ondo Finance,Seed,2021-08-17 00:00:00,4,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,OnJuno,Seed,2019-10-09 00:00:00,3,,,,,,,,,,,,,,,,,,,,,Polychain
,OpenSea,Series B,,,,,,,,,,,,,,,,,a16z,,,,,,
,OpenSea,Series C,2022-01-05 00:00:00,300,,,,,,,,,,,,,,,,,,Paradigm,,,
,OpenToken,,2019-12-01 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,OpenTrade,Seed,2024-04-09 00:00:00,3.2,"Ryze Labs, Plassa Capital, Draper Dragon, CMCC Global, a16z Crypto",,,,,,,,,,,,,,a16z,,,,,,
,Optic,Seed,2022-07-20 00:00:00,11,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Optimism,Series B,2022-03-17 00:00:00,150,,,,,,,,,,,,,,,,,,Paradigm,,,
,Optimism,Seed,2020-01-15 00:00:00,3.5,,,,,,,,,,,,,,,,,,Paradigm,,,
,Opyn,Series A,2021-02-03 00:00:00,6.7,,,,,,,,,,,,,,,,,,Paradigm,,,
,Opyn,Series A,2021-02-03 00:00:00,6.7,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Opyn,Seed,2020-06-22 00:00:00,2.2,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Orchid Labs,,2018-04-20 00:00:00,36.1,,,,,,,,,,,,,,,,,,,,,Polychain
,Orchid Labs,Seed,2017-10-26 00:00:00,4.7,,,,,,,,,,,,,,,,,,,,,Polychain
,Orderly Network,Series A,,,,,,,,,Jump Crypto,,,,,,,,,,,,,,
,Orderly Network,Series A,2022-06-09 00:00:00,20,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Orderly Network,Series A,2022-06-09 00:00:00,20,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Origin Protocol,Seed,2017-12-11 00:00:00,3,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Origo,,2018-06-10 00:00:00,30,,,,,,,,,,,,,,,,,,,,,Polychain
,ORIGYN Foundation,,2021-11-23 00:00:00,20,,,,,,,,,,,,,,,,,,,,,Polychain
,Osmosis Foundation,ICO,2021-10-27 00:00:00,21,,,,,,,,,,,,,,,,,,Paradigm,,,
,Overlay,Seed,2021-03-18 00:00:00,2.2,,,,,,,,,,,,,,,,,,,,,Polychain
,OXIO,Series B,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Paradigm,Seed,2018-10-16 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,Paradigm,Series A,2021-12-09 00:00:00,$35M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Paradigm,Seed,2020-07-01 00:00:00,—,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Paradigm,Seed,2018-10-16 00:00:00,—,,,,,,,,,,,,,,,,,Dragonfly,,,,
,ParaFi Capital,,2018-11-15 00:00:00,—,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Parallel,,2021-10-21 00:00:00,$50M,,,,,,,,,,,,,,,,,,Paradigm,,,
,Parallel Finance,Seed,2021-06-14 00:00:00,$2M,,,,,,,,,Pantera Capital,,,,,,,,,,,,Polychain
,Parallel Finance,Series A,2021-08-30 00:00:00,$22M,,,,,,,,,,,,,,,,,,,,,Polychain
,Paras,Seed,2021-11-09 00:00:00,$5M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Parcl,,2022-05-17 00:00:00,$7.5M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Parcl,Seed,2021-12-02 00:00:00,$4M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Parsec Finance,Seed,2021-01-29 00:00:00,$1.2M,,,,,,,,,,,,,,,,,,,,,Polychain
,PartyDAO,,,,,,,,,,,,,,,,,,a16z,,,,,,
,Passes,Seed,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Phantom,Series A,,,,,,,,,,,,,,,,,a16z,,,,,,
,Phantom,Series B,2022-01-31 00:00:00,$109M,,,,,,,,,,,,,,,a16z,,,Paradigm,,,
,Pinoy Teleserye,Seed,2021-09-02 00:00:00,$4M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Pintu,Series B,2022-06-06 00:00:00,IDR1.6T,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Pintu,Series A,2021-08-09 00:00:00,$35M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Pintu,Series A,2021-05-25 00:00:00,$6M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,PleasrDAO,,,,,,,,,,,,,,,,,,a16z,,,,,,
,Polkadot,ICO,2017-10-15 00:00:00,$250M,,,,,,,,,Pantera Capital,,,,,,,,,,,,Polychain
,Polychain,Seed,2016-12-11 00:00:00,$10M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Polygon,,2022-02-07 00:00:00,$450M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Polymarket,Seed,2020-10-19 00:00:00,$4M,,,,,,,,,,,,,,,,,,,,,Polychain
,Ponto,Seed,2022-03-17 00:00:00,$20M,,,,,,,,,,,,,,,,,,,,,Polychain
,PoolTogether,Series A,2021-05-20 00:00:00,$6M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,PORTALS,Seed,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Potion Labs,ICO,2022-02-14 00:00:00,$12M,,,,,,,,,Pantera Capital,,,,,,,,,,,,Polychain
,PowerTrade,Seed,2020-09-17 00:00:00,$4.7M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Project Galaxy,Series A,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Prysm,Seed,2021-09-21 00:00:00,$3M,,,,,,,,,,,,,,,,,,,,,Polychain
,Prysm,Pre Seed,2020-07-31 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,PsyOptions,Seed,2022-01-13 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Quadrata,Seed,2022-07-12 00:00:00,$7.5M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Quasar Labs,Seed,2022-07-28 00:00:00,$6.1M,,,,,,,,,,,,,,,,,,,,,Polychain
,Raiden Network,ICO,2017-10-26 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,Rain,Series B,2022-01-18 00:00:00,$110M,,,,,,,,,,,,,,,,,,Paradigm,,,
,Rangers Protocol,,2021-06-14 00:00:00,$2.5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Rangers Protocol,Seed,2021-05-10 00:00:00,$1.2M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Rarify,Series A,2022-03-03 00:00:00,$10M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Ref Finance,ICO,2022-02-17 00:00:00,$4.8M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Reflexer Labs,,2021-02-11 00:00:00,$4.1M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Reflexer Labs,Seed,2020-08-05 00:00:00,$1.7M,,,,,,,,,,,,,,,,,,Paradigm,,,
,Ren,ICO,2018-02-22 00:00:00,$34M,,,,,,,,,,,,,,,,,,,,,Polychain
,Ren Labs,Seed,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Ribbon Finance,,2022-03-22 00:00:00,$8.8M,,,,,,,,,,,,,,,,,,Paradigm,,,
,Rift Finance,,2022-02-08 00:00:00,$18M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Ripio,Seed,2015-05-26 00:00:00,$1.2M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Ripio,Seed,2014-01-29 00:00:00,$600K,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Ripple,Seed,2013-05-14 00:00:00,$1.4M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Risk Harbor,Seed,2021-04-28 00:00:00,$3.5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,River Financial,Series A,2021-03-11 00:00:00,$12M,,,,,,,,,,,,,,,,,,,,,Polychain
,River Financial,Seed,2020-06-17 00:00:00,$5.7M,,,,,,,,,,,,,,,,,,,,,Polychain
,RNDR Token,ICO,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Royal,Series A,2021-11-22 00:00:00,$55M,,,,,,,,,,,,,,,,,,Paradigm,,,
,Royal,Seed,2021-08-26 00:00:00,$16M,,,,,,,,,,,,,,,,,,Paradigm,,,
,RSS3,,2021-12-22 00:00:00,—,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Sablier,Seed,2024-03-22 00:00:00,4.5,"a16z, WAGMI Ventures, GD1, Founderheads, Fenbushi, DCV Capital, Cyfrin, A.Capital",,,,,,,,,,,,,,a16z,,,,,,
,Saddle Finance,Series A,2021-11-11 00:00:00,7.5,,,,,,,,,,,,,,,,,,,,,Polychain
,Saddle Finance,Seed,2021-01-19 00:00:00,4.3,,,,,,,,,,,,,,,,,,,,,Polychain
,Saddle Finance,Seed,2021-01-19 00:00:00,4.3,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Satori,Seed,2022-05-12 00:00:00,10,,,,,,,,,,,,,,,,,,,,,Polychain
,Scroll.io,Series A,2022-04-21 00:00:00,30,,,,,,,,,,,,,,,,,,,,,Polychain
,seedclub,Series A,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Sense Finance,Seed,2021-08-03 00:00:00,5.2,,,,,,,,,,,,,,,,,Dragonfly,,,,
,ShapeShift,Series A,2017-03-29 00:00:00,10.4,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Shipyard Software,Seed,2021-07-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,Polychain
,Showtime,Seed,2021-05-06 00:00:00,7.6,,,,,,,,,,,,,,,,,,Paradigm,,,
,Showtime,Seed,2021-05-06 00:00:00,7.6,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Showtime,Pre Seed,2021-02-15 00:00:00,,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Sia,Seed,2020-09-22 00:00:00,3,,,,,,,,,,,,,,,,,,Paradigm,,,
,Sia,Seed,2020-09-22 00:00:00,3,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Sipher,Seed,2021-10-26 00:00:00,6.8,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Skolem Labs,Series A,,,,,,,,,Jump Crypto,,,,,,,,,,,,,,
,Skolem Labs,Series A,2022-06-08 00:00:00,20,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Skolem Labs,,2021-07-14 00:00:00,,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Sky Mavis,Series C,2022-04-06 00:00:00,150,,,,,,,,,,,,,,,a16z,,,Paradigm,,,
,Sky Mavis,Series B,2021-10-05 00:00:00,152,,,,,,,,,,,,,,,a16z,,,Paradigm,,,
,Skynet Labs,Seed,2020-09-22 00:00:00,3,,,,,,,,,,,,,,,,,,Paradigm,,,
,Skynet Labs,Seed,2020-09-22 00:00:00,3,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Skynet Labs,Seed,2019-07-10 00:00:00,3.5,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Solana,Series A,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Solana,ICO,2021-06-09 00:00:00,314,,,,,,Multicoin,,,,,,,,,,,,,,,Polychain
,Solend,Seed,2021-10-01 00:00:00,6.5,,,,,,,,,,,,,,,,,,,,,Polychain
,Solscan,Seed,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Sommelier,Series A,2021-10-20 00:00:00,$23M,,,,,,,,,,,,,,,,,,,,,Polychain
,Space and Time,Seed,,,,,,,,,,,,,,,,,,,,,Digital Currency Group,,
,Space Runners,Seed,2022-03-07 00:00:00,$10M,,,,,,,,,Pantera Capital,,,,,,,,,,,,Polychain
,Spacemesh,Series A,2018-09-05 00:00:00,$15M,,,,,,,,,,,,,,,,,,Paradigm,,,Polychain
,SparkSwap,Series A,2019-04-08 00:00:00,$3.5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Spectral,,2021-11-09 00:00:00,$6.8M,,,,,,,,,,,,,,,,,,,,,Polychain
,SPICYEST,Pre Seed,2022-02-20 00:00:00,$2.1M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Squads,,,,,,,,,Multicoin,,,,,,,,,,,,,,,
,Stablehouse,Seed,2020-10-29 00:00:00,$2.2M,,,,,,,,,,,,,,,,,Dragonfly,,,,
,Stader Labs,Seed,2021-10-07 00:00:00,$4M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Staked us,Seed,2019-01-31 00:00:00,$4.5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,StakerDAO,Series A,2020-02-28 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,StakerDAO,Seed,2019-08-31 00:00:00,—,,,,,,,,,,,,,,,,,,,,,Polychain
,StarkWare Industries,Seed,2018-01-31 00:00:00,$6M,,,,,,,,,Pantera Capital,,,,,,,,,,,,Polychain
,StarkWare Industries,Series B,2021-03-24 00:00:00,$75M,,,,,,,,,Pantera Capital,,,,,,,,,Paradigm,,,
,StarkWare Industries,Series A,2018-10-28 00:00:00,$30M,,,,,,,,,Pantera Capital,,,,,,,,,Paradigm,,,
,Stream Token,ICO,2017-10-26 00:00:00,$5M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Stride Labs,Seed,2022-06-23 00:00:00,—,,,,,,,,,Pantera Capital,,,,,,,,,,,,
,Structure,Seed,2021-12-01 00:00:00,$20M,,,,,,,,,,,,,,,,,,,,,Polychain
,Subspace Labs,,2022-03-01 00:00:00,$32.9M,,,,,,,,,Pantera Capital,,,,,,,,,,,,
