Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,Brand Name,Requip,,,,,,,,,,,,,,,,,,,,,,
,Lifecycle,Requip cr withdrawn.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,£ millions,1Q04A,2Q04A,3Q04A,4Q04A,1Q05A,2Q05A,3Q05A,4Q05A,1Q06A,2Q06E,3Q06E,4Q06E,,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0
,,- USA,12,13,13,15,13,15,23,29,37,46,55,67,,47.0,53.0,80.0,205.0,256.25,307.5,353.625,406.66875,467.66906249999994
,,- Europe,13,14,14,15,15,17,17,19,19,22.5,22.5,26,,46.0,56.0,68.0,90.0,120.0,150.0,165.0,181.5,199.65
,,- RoW,1,2,2,2,2,2,2,2,2,3,3,4,,5.0,7.0,8.0,12.0,12.84,13.738800000000001,14.150964000000002,14.292473640000003,14.435398376400002
