Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,2019.0,2020.0,2021.0,2023.0,2024.0
,Wound,,53.318,,,,57.547,,,,,,,,
,Surgical,,27.939,,,,29.66,,,,,,,,
,Hospital,,46.588,,,,47.382,,,,,,,,
,Office,,23.75,,,,26.956,,,,,,,,
,,,,,,,,,,,,,,,
,Revenue,71.676,81.257,,,84.709,87.207,,,,299.255,248.234,242.019,267.841,321.477
,COGS,12.419,13.583,,,12.987,14.855,,,,,,,,
,Gross Profit,59.257000000000005,67.674,,,71.72200000000001,72.35199999999999,,,,,,,,
,SG&A,52.25,51.955,,,55.129,55.401,,,,,,,,
,R&D,3.484,3.672,,,2.841,3.012,,,,,,,,
,Operating Expenses,55.734,55.626999999999995,,,57.97,58.413000000000004,,,,,,,,
,Operating Income,3.5230000000000032,12.047000000000011,,,13.75200000000001,13.938999999999986,,,,,,,,
,Interest Income,-1.553,-1.662,,,-1.789,-0.23399999999999999,,,,,,,,
,Pretax Income,1.9700000000000033,10.385000000000012,,,11.96300000000001,13.704999999999986,,,,,,,,
,Taxes,-0.051,-0.074,,,2.348,5.595,,,,,,,,
,Net Income,2.0210000000000035,10.459000000000012,,,9.615000000000009,8.109999999999985,,,,,,,,
,EPS,0.017666267219048886,0.07121606812077372,,,0.06408799119221047,0.054466845473731165,,,,,,,,
,Shares,114.398813,146.862924,,,150.028107,148.89792,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,CFFO,,,,,5.978,21.814,,,,-39.412,-30.263,-9.874,-7.972,34.937
,CapEx,,,,,1.144,0.1050000000000002,,,,,,,,
,FCF,,,,,4.834,21.709,,,,,,,,
