Main,Unnamed: 1,Unnamed: 2
,ALK3,
,CDK4/6,Ibrance
,CTLA4,Yervoy
,EGFR,"Tagrisso, Erbitux, Iressa, Tarceva"
,Hedgehog,
,HER2,Herceptin
,LAG3,
,MEK,Cotellic
,MET,
,PARP,Lynparza
,PD-1,"Keytruda, Tecentriq, Opdivo"
,PI3K,
,RAF,Zelboraf
,k-RAS,
,ROS1,Rozlytrek
,Smoothened,
,TRKA,Rozlytrek
,TROP2,
,VEGF,Avastin
,Wee1,
