Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0
,Patients,0.0,25.0,150.0,300.0,350.0,400.0,450.0,500.0,,,,,
,Price,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,
,Revenue,0.0,3.75,22.5,45.0,52.5,60.0,67.5,75.0,,,,,
,OpEx,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,
,Net,-30.0,-26.25,-7.5,15.0,22.5,30.0,37.5,45.0,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,NPV,26.784607888487667,,,,,,,,,,,,
