Main,Unnamed: 1,Unnamed: 2
,Brand Name,Empliciti fka HuLuc63
,Generic Name,elotuzumab
,Indication,Multiple Myeloma
,Mechanism,CS1/SLAMF7 mab
,Economics,"ABBV co-development, BMY solely responsible for commercial activities"
,Clinical Trials,
,,Phase III n=640 Revlimid+dex+-elotuzumab
,,Primary endpoint is PFS
,,
,,"Phase II ""ELOQUENT-3"" pom+dex+-elotuzumab n=113 3L+ lenalidomide-refractory"
,,
,,
,,Phase II n=73 Revlimid+dex+elotuzumab 10mg or 20mg
,,92% ORR in 10mg and 73% ORR in 20mg
,,All patients had previously failed 1-3 prior therapies.
