Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,Q125,Q225,Q325,Q425,,,2022.0,2023.0,2024.0
,Railroad revenue,,,,,,,25203.0,23474.0,23355.0
,Energy Operating,,,,,,,21069.0,21280.0,21566.0
,Industrial Products,,,,,,,30824.0,34884.0,35833.0
,Building Products,,,,,,,28896.0,25965.0,26525.0
,Consumer Products,,,,,,,16061.0,14556.0,14873.0
,Service,,,,,,,19006.0,20588.0,20697.0
,Retailing,,,,,,,19297.0,19408.0,19177.0
,Pilot/Flying J,,,,,,,0.0,51739.0,46891.0
,McLane,,,,,,,53209.0,52607.0,51907.0
,Revenue,,,,,,,213565.0,264501.0,260824.0
,,,,,,,,,,
,  GEICO,,,,,,,-1880.0,3635.0,7813.0
,  Primary,,,,,,,393.0,1374.0,855.0
,  Reinsurance,,,,,,,1465.0,1904.0,2737.0
,    Taxes,,,,,,,8.0,1485.0,2385.0
,Underwriting,,,,,,,-30.0,5428.0,9020.0
,Insurance Float,,,,,,,6484.0,9567.0,13670.0
,BNSF,,,,,,,5946.0,5087.0,5031.0
,BHE,,,,,,,3904.0,2331.0,3730.0
,Manufacturing,,,,,,,12512.0,13362.0,13072.0
,Non-control,,,,,,,1528.0,1750.0,1519.0
,Investments,,,,,,,-53612.0,58873.0,41558.0
,Other,,,,,,,509.0,-175.0,1395.0
,Earnings,,,,,,,-22759.0,96223.0,88995.0
,  excl investments,,,,,,,30853.0,37350.0,47437.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Cash,,652421,,,,,,,652287.0
,PP&E,,209740,,,,,,,205101.0
,Loans,,28722,,,,,,,27798.0
,Receivables,,51796,,,,,,,48390.0
,Inventories,,24371,,,,,,,24008.0
,Equipment,,18123,,,,,,,17828.0
,Goodwill,,118330,,,,,,,118518.0
,Retroactive Reinsurance,,8474,,,,,,,8797.0
,Other,,51991,,,,,,,51154.0
,Assets,,1163968,,,,,,,1153881.0
,,,,,,,,,,
,Debt,,338454,,,,,,,344252.0
,AP,,55370,,,,,,,55715.0
,Aircraft,,9747,,,,,,,9356.0
,Taxes,,82991,,,,,,,85870.0
,Regulatory,,7130,,,,,,,7033.0
,SE,,670276,,,,,,,651655.0
,L+SE,,1163968,,,,,,,1153881.0
