Main,Unnamed: 1,Unnamed: 2
,Brand,AMG 451/KHK4083
,Generic,rocatinlimab
,Indication,Atopic Dermatitis
,MOA,OX40 mab
,Economics,Kyowa Kirin
,Clinical Trials,
,,"Phase III ""ROCKET"" - eight trial program"
,,
,,"Phase III ""ROCKET SHUTTLE"" moderate-to-severe AD - data 1H25"
,,
,,"Phase III ""ROCKET IGNITE"" moderate-to-severe-AD monotherapy - data 1H25"
,,
,,"Phase III ""ROCKET ASCEND"" moderate-to-severe AD maintenance - data 2H25"
,,
,,"Phase III ""ROCKET ASTRO"" moderate-to-severe adolescent AD - data 2H25"
,,
,,Phase II moderate-to-severe asthma
,,
,,Phase III prurigo nodularis
