Main,Unnamed: 1,Unnamed: 2
,Brand,DYNE-251
,Indication,DMD
,MOA,Fab-linker-ASO. Fab binds to transferrin.
,Clinical Trials,
,,"Phase I/II ""DELIVER"" exon 51"
,,24-week MAD
,,192-week LTE
,,24-week OLE
