Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Name,Ticker,Price,MC,NC,EV,SO,Update,Last,Founded
x,Cisco,CSCO,48.51,199280,,,,,,
x,Arista,ANET,,,,,,,,
x,Marvel,MRVL,,,,,,,,
x,Motorola,MSI,,,,,,,,
x,Juniper,JNPR,,,,,,,,
x,Nokia,NOKIA FH,,,,,,,,
x,Ericsson,ERICB SS,,,,,,,,
x,ZTE,000063 CH,,,,,,,,
