Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,Gaming,Rank,,Casino,Rank,,Fantasy,
,espacejeux.com,170,,bovada.lv,432,Sports,draftkings.com,426.0
,stake.com,256,,fortunecoins.com,571,Slots,fanduel.com,562.0
,playnow.com,193,,chumbacasino.com,672,,fantasypros.com,896.0
,qub.ca,404,,thaudray.com,1893,,nbcsportsedge.com,2296.0
,bodog.eu,852,,pulsz.com,1632,,football.cbssports.com,1890.0
,nyxop.net,1646,,doubledowncasino2.com,2284,,myfantasyleague.com,2373.0
,slotomania.com,4242,,betmgm.com,1440,,sleeper.com,2211.0
,inspiredvirgo.com,3217,,rewards-locker.com,1916,,rotowire.com,3077.0
,unibet.ca,4223,,rewardsgiantusa.com,2024,,actionnetwork.com,3103.0
,livestream-sports.net,5363,,doubledowncasino.com,2320,,prizepicks.com,2688.0
,pragmaticplay.net,5294,,mysexymatches.com,3243,,cominstream.com,3161.0
,22bet.com,7642,,secure-browse.com,4168,,pff.com,2732.0
,paymentiq.io,5152,,vgwgroup.net,6141,,statmuse.com,2102.0
,bingoblitz.com,9342,,rocketmoney.com,4833,,realgm.com,3276.0
,gkrtmc.com,9793,,casinoworld.com,10308,,officefootballpool.com,4012.0
,69trk.com,11895,,vegasworld.com,11474,,cricbuzz.com,3555.0
,codedruns.com,4888,,casinocastle.com,4222,,rotoballer.com,6880.0
,richcasino.com,10324,,thecelebrityinsider.org,11201,,8ballpool.com,6345.0
,igamingontario.ca,12428,,uplevelrewards.com,7466,,thefantasyfootballers.com,6561.0
,bitrhymes.com,10803,,luckylandslots.com,10168,,rtsports.com,5977.0
,unibet.com,5708,,betsoftgaming.com,9788,,givemenflstreams.com,9161.0
,mobilots.com,15542,,hacksawgaming.com,9242,,pristineauction.com,4877.0
,racing.on.cc,22779,,slotfreebies.com,6981,,dofustream.com,9254.0
,rojadirecta.watch,20627,,foxwoods.com,8441,,fantrax.com,7027.0
,jra.jp,9081,,gethobbie.com,10089,,lineups.com,10250.0
,cloudbet.com,10493,,vegas-x.org,8989,,numberfire.com,8960.0
,worldcup-22.com,12046,,casino.org,9827,,130point.com,10932.0
,greentube.com,18880,,peoplesgamezgiftexchange.com,7207,,hockey-reference.com,9123.0
,yalla-shoots.com,18992,,mychoicecasino.com,8320,,fleaflicker.com,5110.0
,arcanebet.com,19661,,daily-winners.com,12073,,vsin.com,14121.0
,darknaija.com,15219,,casinosanalyzer.com,9526,,grid.news,15205.0
,blackjackapprenticeship.com,17467,,foodstampsupport.net,10376,,ourlads.com,11108.0
,22betpartners.com,32437,,bxgenomics.com,18627,,stathead.com,11786.0
,bclc-email.com,36383,,unitybyhardrock.com,9312,,basketballmonster.com,12217.0
,livesport365.net,19029,,games.dragongaming.com,11250,,rotogrinders.com,14581.0
,wizardofodds.com,23083,,dragongaming.com,11249,,pwccmarketplace.com,12258.0
,dreamz.com,10725,,surveyonline.top,16057,,77711.eu,19185.0
,werockgaming.com,32994,,wildcasino.ag,9660,,footballguys.com,11437.0
,scores24.live,36762,,funzpoints.com,18866,,nflpickwatch.com,16982.0
,xtremepush.com,49920,,comicplaycasino.com,8797,,goodto.com,18151.0
,cryptobetting.org,54679,,regadsacademy.com,16147,,bettingpros.com,14296.0
,contestgirl.com,21035,,windcreekcasino.com,11907,,2kdb.net,13458.0
,idebitpayments.com,29676,,miraxcasino.com,9705,,fantasysp.com,18456.0
,ibet.com,35271,,houseoffuns.com,15560,,establishtherun.com,18648.0
,tvshows4mobile.com,28774,,chipy.com,11960,,hashtagbasketball.com,19552.0
,a23-trk.xyz,49951,,bc.co,16052,,sleeper.app,26252.0
,sportsbet.io,48612,,healthtips-today.com,14862,,underdogfantasy.com,12816.0
,high5casino.com,55821,,shazamcasino.com,10320,,khelnow.com,24693.0
,1xbit1.com,37572,,mychoice.com,14947,,fantasylabs.com,21695.0
,betsafe.com,38060,,mgmslotslive.com,13425,,fftoday.com,18439.0
,yesmovies.pe,38855,,bosurl.net,11239,,thehuddle.com,20167.0
,zunsoach.com,47889,,theoceanac.com,13708,,legalsportsreport.com,24792.0
,begambleaware.org,46689,,mondosweeps.com,7218,,fantasyfootballmetrics.net,49659.0
,playdoit.mx,64019,,vgw.co,17019,,runpuresports.com,18258.0
,d10zgitni74b5t.cloudfront.net,49402,,freeslots.com,16445,,fantasyfootballcalculator.com,22856.0
,football.on.cc,39951,,commissionkings.ag,21476,,4for4.com,21505.0
,gg.bet,43812,,norpeneir.com,21361,,imanage.work,14348.0
,o2tvseries.com,24633,,yaamava.com,15580,,barstoolsportsbook.com,17141.0
,247blackjack.com,75296,,slots.lv,11316,,subvertadown.com,23510.0
,mifinity.com,19689,,betparx.com,13944,,steelcitycollectibles.com,21947.0
,duckdice.io,28968,,d10x.co,18387,,whatifsports.com,12353.0
,dprime.kr,59390,,harvesthoc.com,14261,,sabersim.com,22756.0
,pelisgratishd.io,30291,,topmusicalcomedy.com,22995,,fantasysharks.com,23681.0
