Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Name,Ticker,Price,MC,NC,EV,SO,Update,Last,
x,UnitedHealth,UNH,384.54,357237.66000000003,4563,352674.66000000003,929,Q125,2025-05-09 00:00:00,
x,CVS,CVS,67.25,88287.73727075,-29099,117386.73727075,1312.828807,Q222,2022-08-26 00:00:00,
x,Welltower,WELL,149.42,94900,,,,,,
x,Elevance,ELV,479,114468.84489600001,3290,111178.84489600001,238.974624,Q322,2023-01-21 00:00:00,
x,Cigna,CI,254.03,,,,,,2023-03-26 00:00:00,
x,Humana,HUM,226,27210.775386,-647,27857.775386,120.401661,Q224,2024-10-02 00:00:00,
x,Cardinal,CAH,,,,,,,,
x,Centene,CNC,,,,,,,,
x,HCA,HCA,,,,,,,,
x,McKesson,MCK,,,,,,,,
x,WuXi Apptec,603259 CH,,,,,,,,
x,Lonza,LONN SW,,,,,,,,
x,Iqvia,IQV,,,,,,,,
x,Dr. Sulaiman,4013 SR,,,,,,,,
x,Ventas,VTR,,,,,,,,
x,Aier Eye Hospital,300015 CH,,,,,,,,
,Walgreens Boots,WBA,8.98,7764.261827400001,-4171,11935.261827400001,864.61713,Q324,2024-12-09 00:00:00,
x,Cencora,COR,,,,,,,,
,JD Health,6618 HK,,,,,,,,
x,LabCorp,LH,,,,,,,,
,Universal Health,UHS,,,,,,,,
,Hims,HIMS,26.3,5842.9545436,254.071,5588.8835436,222.165572,Q324,2025-04-16 00:00:00,
,Catalent,CTLT,,,,,,,,
x,Molina,MOH,,,,,,,,
x,Icon,ICLR,,,,,,,,
x,Quest,DGX,,,,,,,,
x,Fresenius,FRE GR,,,,,,,,
x,Fresenius Medical,FME GR,,,,,,,,
,Charles River,CRL,,,,,,,,
,Avantor,AVTR,,,,,,,,
,Pharmaron,300759 CH,,,,,,,,
,Hangzhou Tigermed,300347 CH,,,,,,,,
,Syneos,SYNH,,,,,,,,
,Science 37,SNCE,1.79,208.26364495,148.329,59.934644950000006,116.348405,Q222,2022-08-18 00:00:00,
,Informa,,,,,,,,,"TrialTrove, Citeline"
x,IHH Healthcare,IHH MK,,,,,,,,
X,Bangkok Dusit Medical,BDMS TB,,,,,,,,
x,Sonic Healthcare,SHL AU,,,,,,,,
x,Ramsay Health,RHC AU,,,,,,,,
x,Agilon Health,AGL,,,,,,,,
x,Rede D'or Sao Luiz,RDOR3 BZ,,,,,,,,
x,Davita,DVA,,,,,,,,
x,Hapvida,HAPV3 BZ,,,,,,,,
x,Chemed,CHE,,,,,,,,
