Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0
,Revenue,120074.0,121982.0,132509.0,132703.0,139081.0,147658.0,
,COGS,91915.0,95905.0,104442.0,104437.0,112009.0,121134.0,
,Gross Profit,28159.0,26077.0,28067.0,28266.0,27072.0,26524.0,
,SG&A,23557.0,25436.0,24586.0,27295.0,34205.0,28113.0,
,Operating Income,4602.0,641.0,3481.0,971.0,-7133.0,-1589.0,
,Interest Income,243.0,-536.0,-347.0,2598.0,1463.0,-142.0,
,Pretax Income,4845.0,105.0,3134.0,3569.0,-5670.0,-1731.0,
,Taxes,577.0,0.0,667.0,-30.0,-1858.0,1246.0,
,Net Income,4268.0,105.0,2467.0,3599.0,-3812.0,-2977.0,
,EPS,4.621548456957228,0.11927751902760424,2.84741458910434,4.156369095738538,-4.416126042632066,-3.449194763063376,
,Shares,923.5,880.3,866.4,865.9,863.2,863.1,
,,,,,,,,
,,,,,,,,
,Revenue y/y,,0.015890201042690233,0.08629961797642283,0.0014640514983887964,0.04806221411723932,0.06166909930184561,
,GM,0.2345137165414661,0.21377744257349446,0.21181202786225842,0.21300196679803773,0.19464916128011733,0.17963131018976283,
,,,,,,,,
,,,,,,,,
,CFFO,5594.0,5484.0,5555.0,3899.0,2258.0,1018.0,
,CapEx,1702.0,1374.0,1379.0,1734.0,2117.0,1381.0,
,FCF,3892.0,4110.0,4176.0,2165.0,141.0,-363.0,
