Main,Unnamed: 1,Unnamed: 2
,Brand,
,Generic,itepekimab
,MOA,IL-33
,Indication,CRSsNP
,Clinical Trials,
,,Phase II CRS without NP
,,
,,
,,"Phase III ""AERIFY-1"" COPD"
,,"data 2H25, BLA 2H25"
,,
,,"Phase III ""AERIFY-2"" COPD"
,,
,,
,,more Phase III studies to be initiated 1H25
