Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Brand,Generic,Indication,MOA,Economics,,,,,Price,2.8,
,,bamlanivimab,COVID-19,,LLY,,,,,Shares,294.665532,Q224
,,bebtelovimab,COVID-19,,LLY,,,,,MC,825.0634895999999,
,,,,,,Phase,,,,Cash,851.523,Q224
,ABCL635,,,,,Filing,,,,Debt,0.0,Q224
,ABCL575,,Atopic Dermatitis,OX40L,,Filing,,,,EV,-26.459510400000113,
,,,,,Empirico,,,,,,,
,,,,,Everest Medicines,,,,,,,
,,,,,Moderna,,,,,,,
,ABD-147,,,DLL3,Abdera,,,,,,,
,,,,,Invetx,,,,,,,
,,,,,Biogen,,,,,,,
,,,,PSMA/CD3,,,,,,,,
,,,,B7-H4/CD3,,,,,,,,
,,,,CD19/CD3,,,,,,,,
,,,,,Lilly,,,,,,,
