Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
,Revenue,,,5371.8,6177.8,7039.2,,,,,,
,COGS,,,1619.0,1870.66,2160.9,,,,,,
,Gross Profit,,,3752.8,4307.14,4878.299999999999,,,,,,
,SG&A,,,2228.3,2562.0,2881.5,,,,,,
,Operating Income,,,1524.5,1745.1400000000003,1996.7999999999993,,,,,,
,Interest Expense,,,-192.4,-164.7,-259.2,,,,,,
,Pretax Income,,,1332.1,1580.4400000000003,1737.5999999999992,,,,,,
,Taxes,,,296.4,374.7,417.9,,,,,,
,Net Income,,,1035.6999999999998,1205.7400000000002,1319.6999999999994,,,,,,
,EPS,,,,,,,,,,,
,Shares,,,,,,,,,,,
,,,,,,,,,,,,
,Revenue y/y,,,,0.15004281618824233,0.1394347502347113,,,,,,
,Gross Margin %,,,0.6986112662422279,0.6971964129625433,0.6930190930787589,,,,,,
