Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
,Revenue,,,,,157.602,171.817,188.984,210.3199999999999,194.947,227.839,268.295,314.67300000000006,264.419,308.442,348.78350000000006,409.07490000000007,,,,458.838,590.961,728.723,1005.754,1330.7194000000002,,,,,
,COGS,,,,,54.35,62.037,73.48,84.61500000000001,76.873,91.082,105.652,125.94500000000004,104.488,116.988,,,,,,174.72,215.466,274.482,399.552,532.28776,,,,,
,Gross Profit,,,,,103.25200000000001,109.78,115.504,125.7049999999999,118.074,136.757,162.64300000000003,188.728,159.93099999999998,191.454,,,,,,284.11800000000005,375.495,454.24099999999993,606.202,798.4316400000001,,,,,
,G&A,,,,,52.601,50.715,50.706,51.39700000000002,48.806,51.159,50.494,54.13600000000001,54.037,62.172,,,,,,189.606,213.615,205.419,204.595,245.51399999999998,,,,,
,S&M,,,,,72.549,72.496,70.669,72.727,71.415,75.604,84.548,82.94700000000002,75.369,86.392,,,,,,229.343,299.238,288.44100000000003,314.514,377.4168,,,,,
,R&D,,,,,18.519,17.343,18.062,19.945,19.986,23.614,22.807,24.271999999999995,26.799,30.592,,,,,,64.474,69.454,73.869,90.679,108.8148,,,,,
,Operating Expenses,,,,,143.669,140.554,139.437,144.06900000000002,140.207,150.377,157.849,161.35500000000002,156.205,179.156,,,,,,483.42299999999994,582.307,567.729,609.788,731.7456,,,,,
,Operating Income,,,,,-40.417,-30.774,-23.933000000000007,-18.364000000000118,-22.132999999999996,-13.620000000000005,4.79400000000004,27.37299999999999,3.7259999999999707,12.298000000000002,,,,,,-199.3049999999999,-206.812,-113.48800000000011,-3.5860000000000127,66.68604000000016,,,,,
,Interest Expense,,,,,-4.312,-5.635,-5.33,-3.482,-3.2960000000000003,-0.996,-4.796,1.9410000000000003,-0.331,-0.166,,,,,,-6.7540000000000004,-21.286,-18.759,-7.147,0.0,,,,,
,Pretax Income,,,,,-44.729,-36.409,-29.263000000000005,-21.846000000000117,-25.428999999999995,-14.616000000000005,-0.0019999999999607,29.31399999999999,3.3949999999999707,12.132000000000001,,,,,,-206.05899999999988,-228.098,-132.24700000000013,-10.733000000000013,66.68604000000016,,,,,
,Taxes,,,,,0.198,0.309,0.59,-0.06000000000000005,0.396,0.486,0.2,-1.0819999999999999,0,1.192,,,,,,0.0,0.0,1.037,0.0,0.0,,,,,
,Net Income,,,,,-44.927,-36.717999999999996,-29.853000000000005,-21.78600000000012,-25.824999999999996,-15.102000000000006,-0.2019999999999607,30.39599999999999,3.3949999999999707,10.940000000000001,,,,,,-206.05899999999988,-228.098,-133.28400000000013,-10.733000000000013,66.68604000000016,,,,,
,EPS,,,,,-0.29942183002207856,-0.2375070656055732,-0.1888763466930022,-0.13783740625912866,-0.1508166997308069,-0.08490459207683752,-0.0010750105708927228,0.16176248174683935,0.015972107384312054,0.05035583810305305,,,,,,-2.3703417299122242,-1.6411667812411626,-0.8588510205679826,-0.05770923211196757,0.31030336325769514,,,,,
,Shares,,,,,150.04584,154.597506,158.055789,158.055789,171.234353,177.870238,187.905129,187.905129,212.55805,217.253856,,,,,,86.932191,138.985265,155.18873100000002,185.984107,214.905953,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,0.6551439702541846,0.6389356117264299,0.6111840155780384,0.5976844807911751,0.6056723109357928,0.6002352538415284,0.6062095827354219,0.5997591150178121,0.6048392891584946,0.6207131324527788,0,0,,,,0.6192120094673939,0.6353972597176464,0.6233383603920831,0.602733869315956,0.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,0.2369576528216646,0.3260562109686469,0.4196704482919189,0.4961629897299362,0.35636352444510555,0.3537717423268185,0.30000000000000004,0.30000000000000004,,,,,0.2879513030742875,0.23311521403273638,0.3801595393585766,0.3231062466567374,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,366.157,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,235.227,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,,,,13.348,,,,,,,,,,,,,,,,,
,OCA,,,,,,,,,,,,1.808,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,37.805,,,,,,,,,,,,,,,,,
,ROU,,,,,,,,,,,,8.806,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,441.172,,,,,,,,,,,,,,,,,
,DTA,,,,,,,,,,,,0.619,,,,,,,,,,,,,,,,,
,ONCA,,,,,,,,,,,,6.431,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,1111.3729999999998,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,24.666,31.110000000000003,,,34.799,42.049,,,,,,44.292,78.486,90.523,,,,,,,
,CX,,,,,,,,,9.454,20.772,,,6.891,15.038,,,,,,-9.482,-22.232,-20.483,,,,,,,
,FCF,,,,,,,,,15.212,10.338000000000005,,,27.908,27.011,,,,,,34.81,56.254000000000005,70.03999999999999,,,,,,,
