Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031,
,Ogsiveo,,,,5.4,21,40.2,49.3,61.5,,,,,,,172.0,344.0,516.0,619.1999999999999,681.12,749.2320000000001,824.1552000000001,82.41552000000001,
,Gomekli,,,,,,,,,,,,,,,,172.0,344.0,516.0,619.1999999999999,681.12,749.2320000000001,824.1552000000001,
,Revenue,,,,,,,,,,,,,,,172.0,516.0,860.0,1135.1999999999998,1300.32,1430.352,1573.3872000000001,906.5707200000002,
,COGS,,,,,,,,,,,,,,,,,,,,,,,
,Gross Profit,,,,,,,,,,,,,,,154.8,464.40000000000003,774.0,1021.6799999999998,1170.288,1287.3168,1416.0484800000002,815.9136480000002,
,SG&A,,,,,,,,,,,,,,,34.4,103.2,172.0,227.03999999999996,260.064,286.0704,314.67744000000005,181.31414400000006,
,,,,,,,,,,,,,,,,120.4,361.20000000000005,602.0,794.6399999999999,910.2239999999999,1001.2464,1101.37104,634.5995040000001,
,,,,,,,,,,,,,,,,24.080000000000002,72.24000000000001,120.4,158.928,182.0448,200.24928,220.27420800000002,126.91990080000004,
,,,,,,,,,,,,,,,,96.32000000000001,288.96000000000004,481.6,635.7119999999999,728.1791999999999,800.99712,881.096832,507.6796032000001,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,NPV,3116.943878153193
