Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,MOA,,,,,,Price,11.39,
,sebetralstat,Hereditary Angioedema,kallikrein inhibitor,,,,,,Shares,43.215472,Q224
,,,,,,,,,MC,492.22422608,
,,,,,,,,,Cash,174.272,Q224
,,,,,,,,,Debt,0.0,Q224
,,,,,,,,,EV,317.95222608,
,,,,,,,,,,,
,,,,,,,,,PIC,685.794,
,,,,,,,,,AD,510.169,
