Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,,,,,,,2183136.8642800003,2072787.3284999991,4255924.192779999,,648.2351200000256,,,,,-423.01090000000056,225.22422000002507,0.004504484400000501,,,,
,,POS,BUYS,SELLS,P&L,B AVG,S AVG,B VAL,S VAL,P&L,Closed,Realized,Opened,,Position,Price,P&L,,,,,1429.5900000000001,
,AAPL,0,293,318,,205.28102,205.15132,60147.33886,65238.11976,-0.12970000000001392,293,-38.00210000000408,-25,205.15132,-5128.783,203.61,38.53299999999962,,,,,34.71,0.00027682635914898245
,ABBV,-24,246,240,,176.0539,176.204,43309.2594,42288.96,0.150100000000009,240,36.02400000000216,6,176.0539,1056.3234,177.05,5.976600000000076,,,,,29.11,0.0003400771675397724
,ABT,0,168,140,,129.49417,129.6335,21755.02056,18148.69,0.13933000000000106,140,19.50620000000015,28,129.49417,3625.83676,130.11,17.24324000000047,,,,,14.59,0.000365630158079214
,ACN,0,155,180,,290.63065,290.59639,45047.75075,52307.3502,-0.0342600000000175,155,-5.310300000002712,-25,290.59639,-7264.90975,287.5,77.40974999999963,,,,,23.22,0.0002385083038630448
,ADBE,15,69,39,,353.40826,353.80923,24385.16994,13798.55997,0.40097000000002936,39,15.637830000001145,30,353.40826,10602.2478,353.93,15.652200000000676,,,,,12.8,0.0003352213110183295
,AMGN,16,112,96,,279.05643,278.2825,31254.320159999996,26715.120000000003,-0.7739299999999503,96,-74.29727999999523,16,279.05643,4464.90288,277.9,-18.502880000000005,,,,,18.58,0.0003205137042675901
,AMZN,35,165,115,,182.60545,183.02609,30129.89925,21048.000350000002,0.4206400000000201,115,48.37360000000231,50,182.60545,9130.2725,180.45,-107.7725000000001,,,,,19.7,0.000384931780201468
,ASML,0,52,59,,660.66981,660.86746,34354.83012,38991.180140000004,0.19765000000006694,52,10.27780000000348,-7,660.86746,-4626.07222,660.2,4.6722200000000385,,,,,38.03,0.0005185012772363441
,AVGO,0,145,160,,178.9369,178.68906,25945.8505,28590.249600000003,-0.2478399999999965,145,-35.936799999999494,-15,178.68906,-2680.3359,176,40.33590000000018,,,,,19.87,0.0003643458179731484
,AXP,20,172,132,,263.40093,263.83273,45304.95996,34825.920360000004,0.43180000000000973,132,56.997600000001285,40,263.40093,10536.0372,260.15,-130.03720000000158,,,,,27.31,0.0003408174213354256
,AZN,0,375,465,,68.6954,68.73548,25760.775,31961.998199999998,0.04007999999998901,375,15.02999999999588,-90,68.73548,-6186.1932,68.51,20.293199999999132,,,,,18.44,0.000319457970879334
