Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,sqm,,,Price HKD,44.85,
,,,DP1,,,China,,Shares,4263.528317,Q222
,18 facilities,,DP2,,,,,MC HKD,191219.24501745,
,10 China,,DP3,ADC facility,6000,,,Cash RMB,10082.542000000001,Q222
,3 US,,DP4,,,China,,Debt RMB,2347.164,Q222
,,,DP5,,,,,EV HKD,183483.86701745,
,,,DP7,,,Germany,,,,
,,,DP8,,,Hangzhou,,,,
,,,DP9,,,Hangzhou,,,,
,,,DP11,,,Suzhou,,,,
,,,MFG1,biologics,,China,,,,
,,,MFG2,biologics,,,,,,
,,,MFG3,,,Shanghai,,,,
,,,MFG4,,,,,,,
,,,MFG5,largest single-use bioreactor-based cGMP biologics facility,,,,,,
,,,MFG13,,,Hangzhou,,,,
,,,MFG14,,,Hangzhou,,,,
,,,MFG20,,,Hangzhou,,,,
,,,MFG21,,,Suzhou,,,,
