Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Brand,,,,,,,Price KRW,169100.0,
,Remsima,,,,,,,Shares,142.487097,Q224
,Herzuma,,,,,,,MC KRW,24094568.102700002,
,Truxima,,,,,,,Cash KRW,788822.0,Q224
,Yuflyma,,,,,,,Debt KRW,1890485.0,Q224
,Vegzelma (bevacizumab),,,,,,,EV KRW,25196231.102700002,
,,,,,,,,,,
,CT-P43 (ustekinumab),,,,,,,,,
,CT-P47 (tocilizumab),,,,,,,,,
,CT-P42 (aflibercept),,,,,,,,,
,CT-P39 (omalizumab),,,,,,,,,
,CT-P41 (denosumab),,,,,,,,,
,PCSK9,,,,,,,,,
,HER2 ADC (Kadcyla?),,,,,,,,,
,CD20 (Gazyva?),,,,,,,,,
,CD38 (daratumumab),,,,,,,,,
,PD1 (Keytruda?),,,,,,,,,
