Main,Unnamed: 1,Unnamed: 2
,Brand,"Wegovy, fka NN9535"
,Generic,semaglutide
,Administration,subcutaneous once-weekly
,Dosage,"0.25mg, 0.5mg, 1.0mg, 1.7mg, 2.4mg"
,Indication,"Obesity, CVOT in overweight/obese with established CV disease"
,MOA,GLP-1 agonist
,Approval,6/24/2021 FDA
,,3/2023 Japan
,,6/2024: China
,,15 countries in International as of Q324
,,9/2024: EU label update receives positive CHMP opinion on STEP-HFpEF and STEP-HFpEF-DM
,IP,Q124: ANDA filed
,Manufacturing,Second CM in April 2023.
,Clinical Trials,
,,"Phase III ""SELECT"" CVOT"
,,2.4mg subcut reduced MACE by 20%
,,Positive CHMP opinion
,,
,,
,,"Phase III ""STEP"" 52-week trial n=616 HFpEF, obesity, T2D"
,,Dosage: 2.4mg qw
,,November 2023 results: KCCQ 16.6 vs 8.7 for placebo
,,  -13.3% weight loss vs. -2.6% for placebo
,,"submitted results 1/24 in EU+US, will resubmit in US in 2025 with FLOW data"
,,
,,"Phase III ""STEP 9"" n=407 obesity in knee OA - 68-weeks"
,,Dosing: 2.4mg qw
,,met WOMAC and weight loss primary endpoints
