Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036,2037.0,2038.0,2039.0,2040.0
,Patients,,,10.0,15.0,20.0,22.0,24.200000000000003,26.620000000000005,29.282000000000007,32.21020000000001,35.43122000000001,36.49415660000001,37.588981298000014,38.71665073694002,39.87815025904822,
,Price,50.0,52.5,55.125,57.88125,60.775312500000005,63.81407812500001,67.00478203125002,70.35502113281252,72.4656717667969,74.63964191980081,76.87883117739483,79.18519611271668,81.56075199609819,84.00757455598114,86.52780179266057,
,Revenue,0.0,0.0,551.25,868.21875,1215.5062500000001,1403.9097187500001,1621.5157251562505,1872.8506625554696,2121.939800675347,2404.1577941651685,2723.910780789136,2889.7969473391945,3065.7855814321524,3252.4919233413707,3450.56868147286,
,COGS,0.0,0.0,82.6875,130.2328125,182.3259375,210.58645781250002,243.22735877343757,280.92759938332046,318.2909701013021,360.6236691247753,408.5866171183704,433.46954210087915,459.8678372148228,487.8737885012056,517.585302220929,
,Gross Profit,0.0,0.0,468.5625,737.9859375,1033.1803125000001,1193.3232609375002,1378.288366382813,1591.923063172149,1803.6488305740452,2043.5341250403933,2315.3241636707658,2456.3274052383154,2605.9177442173295,2764.618134840165,2932.983379251931,
,SG&A,0.0,50.0,800.0,700.0,600.0,570.0,541.5,514.425,488.70374999999996,464.2685624999999,441.0551343749999,419.0023776562499,398.0522587734374,378.1496458347655,359.24216354302723,
,R&D,200.0,200.0,160.0,128.0,102.4,81.92000000000002,65.53600000000002,52.42880000000002,41.94304000000002,33.55443200000001,26.843545600000013,21.47483648000001,17.179869184000008,13.743895347200008,10.995116277760006,
,Operating Expenses,200.0,250.0,960.0,828.0,702.4,651.9200000000001,607.0360000000001,566.8538,530.64679,497.82299449999994,467.89867997499994,440.4772141362499,415.2321279574374,391.89354118196553,370.23727982078725,
,Operating Income,-200.0,-250.0,-491.4375,-90.01406250000002,330.78031250000015,541.4032609375001,771.2523663828129,1025.069263172149,1273.0020405740452,1545.7111305403932,1847.4254836957657,2015.8501911020653,2190.685616259892,2372.7245936581994,2562.746099431144,
,Interest Income,0.0,0.0,0.0,1.6456250000000001,0.7619406249999997,4.0773631562500015,9.532169397187504,17.340014754987507,27.764107534258873,40.77176901534192,56.63659801089927,75.67721882796592,96.59249292726624,119.46527401913782,144.38717269591118,
,Pretax Income,-200.0,-250.0,-491.4375,-88.36843750000003,331.5422531250002,545.4806240937502,780.7845357800004,1042.4092779271366,1300.7661481083042,1586.4828995557352,1904.062081706665,2091.5274099300314,2287.2781091871584,2492.189867677337,2707.133272127055,
,Taxes,0.0,0.0,0.0,0.0,66.30845062500003,109.09612481875004,156.1569071560001,208.48185558542733,260.15322962166084,317.2965799111471,380.812416341333,418.30548198600627,457.4556218374317,498.43797353546745,541.426654425411,
,Net Income,-200.0,-250.0,-491.4375,-88.36843750000003,265.23380250000014,436.38449927500017,624.6276286240003,833.9274223417093,1040.6129184866434,1269.1863196445881,1523.249665365332,1673.221927944025,1829.8224873497268,1993.7518941418698,2165.706617701644,
,,,,,,,,,,,,,,,,,
,Cash,906.0,656.0,164.5625,76.19406249999997,407.73631562500015,953.2169397187504,1734.0014754987508,2776.4107534258874,4077.1769015341915,5663.659801089927,7567.721882796592,9659.249292726623,11946.527401913781,14438.717269591118,17145.850541718173,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Discount,0.1,,,
,,,,,,,,,,,,,ROIC,0.01,,,
,,,,,,,,,,,,,NPV,4944.927224685378,,,
,,,,,,,,,,,,,Share,62.62682799649343,,,
