Main,Unnamed: 1,Unnamed: 2
,Brand,"Winrevair, fka MK-7962, A-011"
,Generic,sotatercept
,Indication,PAH
,MOA,Activin receptor IIA-Fc. Activin-A is the natural ligand for this receptor.
,,"sotatercept binds activin A, activin B, GDF11, BMP10 in pm range"
,Regulatory,IND 1/5/2018
,,BLA 761363 approved 3/26/2024
,Safety,hemoglobin increases
,Competition,"Opsumit 2.2B, Uptravi 1.8B"
,Clinical Trials,
,,"Phase III ""STELLAR"" n=323"
,,40.1 6MW vs. -1.4 for placebo
,,
,,
,,"Phase II ""PULSAR"" n=106"
,,"0.3mg, 0.7mg/kg"
,,PVR: -151 and -269
,,6MW: 24.6 and 22.3
,,Hgb: 1.2 and 1.5g/dL
,,
,,"Phase III ""SOTERIA"" n=403"
,,
,,"Phase II ""SPECTRA"" n=21"
