Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,Price,32.85,
,,,,,,,,,,Shares,1047.172748,Q224
,,,,,,,,,,MC,34399.6247718,
,,,,,,,,,,Cash,43486.532,Q224
,,,,,,,,,,Debt,16727.361,Q224
,,,,,,,,,,EV,7640.453771800003,
