Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,3.27,
,,,,,,,,,Shares,66.525854,Q125
,,,,,,,,,MC,217.53954258,
,,,,,,,,,Cash,57.887,Q125
,,,,,,,,,Debt,0.0,Q125
,,,,,,,,,EV,159.65254258,
,,,,,,,,,,,
,,,,,,,,,,0.870142907147047,
