Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,EUR in millions,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
,Fashion & Leather,18455.0,22237.0,21207.0,30896.0,38648.0,42169.0,41060.0
,Selective Retailing,13646.0,14791.0,10155.0,11754.0,14852.0,17885.0,18262.0
,Watches & Jewelry,4123.0,4405.0,3356.0,8964.0,10581.0,10902.0,10577.0
,Perfumes & Cosmetics,6092.0,6835.0,5248.0,6608.0,7722.0,8271.0,8418.0
,Wine & Spirits,5143.0,5576.0,4755.0,5974.0,7099.0,6602.0,5862.0
,Other,-633.0,-174.0,-70.0,19.0,282.0,324.0,504.0
,Revenue,46826.0,53670.0,44651.0,64215.0,79184.0,86153.0,84683.0
,COGS,15625.0,18123.0,15871.0,20355.0,24988.0,26876.0,27918.0
,Gross Profit,31201.0,35547.0,28780.0,43860.0,54196.0,59277.0,56765.0
,S&M,17755.0,20207.0,16792.0,22308.0,28151.0,30768.0,31002.0
,G&A,3466.0,3864.0,3641.0,4414.0,5027.0,5714.0,6220.0
,Operating Expenses,21221.0,24071.0,20433.0,26722.0,33178.0,36482.0,37222.0
,Operating Income,9980.0,11476.0,8347.0,17138.0,21018.0,22795.0,19543.0
,Interest,-491.0,-762.0,-983.0,70.0,-905.0,-1170.0,-1428.0
,Pretax Income,9489.0,10714.0,7364.0,17208.0,20113.0,21625.0,18115.0
,Taxes,3135.0,3543.0,2662.0,5172.0,6029.0,6451.0,5565.0
,Net Income,6354.0,7171.0,4702.0,12036.0,14084.0,15174.0,12550.0
,EPS,12.609190849926538,14.23270585618308,9.325477003057374,23.8859005537798,28.02897069953616,30.32954047112398,25.116021711177734
,Shares,503.91814,503.839542,504.210133,503.895592,502.4801,500.304316,499.681046
,,,,,,,,
,Revenue y/y,,0.14615811728526884,-0.16804546301471956,0.4381536807686277,0.23310752939344392,0.08801020408163263,-0.01706266757977082
,Gross Margin %,0.6663178576004783,0.6623253214086081,0.6445544332713713,0.6830179864517636,0.684431198221863,0.6880433647116178,0.6703234415408051
,,,,,,,,
,,,,,,,,
,CFFO,8490.0,11648.0,10897.0,18648.0,17833.0,18400.0,18924.0
,CX,3038.0,3294.0,2478.0,2664.0,4969.0,7478.0,5531.0
,FCF,5452.0,8354.0,8419.0,15984.0,12864.0,10922.0,13393.0
