Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,2023-04-29 00:00:00,2023-07-29 00:00:00,2023-10-28 00:00:00,2024-05-04 00:00:00,2024-08-03 00:00:00,2024-11-02 00:00:00,,2016-02-03 00:00:00,2017-02-03 00:00:00,2018-02-03 00:00:00,2019-02-03 00:00:00,2020-02-03 00:00:00,2022-02-03 00:00:00,2023-02-03 00:00:00,2024-02-03 00:00:00,2025-02-02
,Revenue,835.994,1056.431,1056.431,1020.73,1133.974,1208.966,,3326.74,3492.69,3590,3623.073,3125.384,3712.768,3697.751,4280.677,
,COGS,326.2,370.762,370.762,343.273,397.712,422.034,,1298.172,1408.848,1430.193,1472.155,1234.179,1400.773,1593.213,1587.265,
,Gross Profit,509.79400000000004,685.6690000000001,685.6690000000001,677.457,736.262,786.9319999999999,,2028.5679999999998,2083.842,2159.807,2150.9179999999997,1891.205,2311.995,2104.5380000000005,2693.4119999999994,
,Store,336.049,383.883,383.883,371.686,390.233,419.235,,1578.46,1540.032,1536.216,1551.243,1379.948,1440.423,1496.962,1571.737,
,MG&A,142.631,162.51,162.51,177.88,170.471,190.001,,453.202,471.914,484.863,464.615,463.843,536.815,517.602,642.877,
,Operating Expenses,478.67999999999995,546.393,546.393,549.566,560.704,609.236,,2031.662,2011.946,2021.079,2015.858,1843.7910000000002,1977.238,2014.5639999999999,2214.614,
,Operating Income,31.11400000000009,139.27600000000007,139.27600000000007,127.89099999999996,175.558,177.6959999999999,,-3.0940000000002783,71.89600000000019,138.72799999999984,135.05999999999972,47.41399999999976,334.75699999999983,89.97400000000061,478.7979999999993,
,Interest Income,-0.5489999999999999,-1.097,0.6709999999999994,6.981,5.203,-8.733,,11.024,-0.04899999999999949,-5.0840000000000005,-6.337,25.523000000000003,-25.783,-22.958000000000002,5.501000000000001,
,Pretax Income,30.56500000000009,138.17900000000006,139.94700000000006,134.87199999999996,180.761,168.9629999999999,,7.929999999999721,71.84700000000018,133.64399999999983,128.72299999999973,72.93699999999976,308.9739999999998,67.01600000000062,484.2989999999993,
,Taxes,13.994,31.851,41.138,21.022000000000002,47.66,56.036,,0,48.067,41.826,22.973,65.27799999999999,45.964,64.2,156.176,
,Net Income,16.57100000000009,106.32800000000006,98.80900000000005,113.84999999999995,133.101,112.92699999999991,,7.929999999999721,23.78000000000018,91.81799999999984,105.74999999999973,7.658999999999764,263.0099999999998,2.8160000000006136,328.1229999999993,
,EPS,0.32197330328171625,2.0626988437960745,1.8776413803587726,2.136984758615511,2.498188779819441,2.135977605023736,,0.11613262257629489,0.3426364854545218,1.328058781838955,1.6076803794581733,0.12244408562612531,4.199022926112775,0.0538154298928013,6.223172628304808,
,Shares,51.467,51.548,52.624,53.276,53.279,52.869,,68.284,69.403,69.137,65.778,62.551,62.636,52.327,52.726,
,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,0.2209776625191089,0.07340091307430385,0.14438709201074174,,,0.049883669899060346,0.027861046929444022,0.009212534818941576,-0.1373665393990129,0.18793978595910144,-0.004044691184582505,0.15764338918439869,
,Gross Margin,0.6098058120034354,0.6490428622408847,0.6490428622408847,0.6636985294838008,0.6492759093241997,0.6509132597608204,,0.6097765379921485,0.5966295319653333,0.6016175487465181,0.5936722776493876,0.6051112439303458,0.6227146430910846,0.5691399988804007,0.6292023434610926,
,,,,,,,,,,,,,,,,,
,CFFO,-0.56,216.328,350.142,95.01,165.10900000000004,142.63699999999994,,185.169,287.658,352.933,300.685,404.918,277.782,-2.343,653.422,
,CX,46.391,89.78,128.601,38.886,42.763,50.390999999999984,,140.844,107.001,152.393,202.784,101.91,96.979,164.566,157.797,
,FCF,-46.951,126.548,221.541,56.124,122.34600000000003,92.24599999999995,,44.32500000000002,180.657,200.54,97.90100000000001,303.00800000000004,180.803,-166.909,495.625,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,0.049883669899060346,0.027861046929444022,0.009212534818941576,-0.1373665393990129,0.18793978595910144,-0.004044691184582505,0.15764338918439869,
