Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,Indication,,,,,,,,Price EUR,111.5,
,Onivyde (irinotecan),mPC,,,,,,,,Shares,83.814526,Q224
,Iqirvo (elafibranor),PBC,,,,,,,,MC EUR,9345.319649000001,
,Cabometyx (cabozantinib),,,,,,,,,Cash EUR,0.0,Q224
,Dysport (abobotulinumtoxin A),,,,,,,,,Debt EUR,-6.8,Q224
,Bylvay/Kayfanda (odevixibat),,,,,,,,,EV EUR,9338.519649000002,
,Somatuline,,,,,,,,,,,
,,,,,,,,,,,,
,IPN60300,,,,,,,,,,,
,IPN60290,,,,,,,,,CEO: David Loew,,
,IPN01203,,,,,,,,,,,
,IPN01194,,,,,,,,,,,
,ritivixibat,,,,,,,,,,,
,fidrisertib,,,,,,,,,,,
,IPN10200,,,,,,,,,,,
