Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0
,Revenue,,,,,328.006,434.908,609.591,778.846,910.488,,
,COGS,,,,,134.511,180.284,271.099,367.501,432.69,,
,Gross Profit,,,,,193.49499999999998,254.62400000000002,338.492,411.345,477.79800000000006,,
,R&D,,,,,45.19,68.747,106.897,141.794,156.582,,
,S&M,,,,,95.592,132.413,193.929,261.99,296.713,,
,G&A,,,,,49.446,65.769,93.916,95.143,123.079,,
,Operating Expenses,,,,,190.22799999999998,266.92900000000003,394.742,498.927,576.374,,
,Operating Income,,,,,3.266999999999996,-12.305000000000007,-56.25,-87.582,-98.57599999999996,,
,Interest Income,,,,,-7.715000000000001,-25.314,-8.034999999999998,-2.6800000000000006,19.153,,
,Pretax Income,,,,,-4.448000000000005,-37.61900000000001,-64.285,-90.262,-79.42299999999997,,
,Taxes,,,,,0.104,-2.453,-11.285,4.388,2.341,,
,Net Income,,,,,-4.552000000000005,-35.166000000000004,-53.0,-94.65,-81.76399999999997,,
,EPS,,,,,-0.0754004406089017,-0.5481497646288619,-0.7850456215191374,-1.3536899313501145,-1.1348545414168327,,
,Shares,,,,,60.371,64.154,67.512,69.92,72.048,,
,,,,,,,,,,,,
,Revenue y/y,,,,,,0.32591476985177126,0.4016550626799231,0.2776533774284726,0.169021860547528,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,CFFO,,,,,51.221,67.302,48.485,88.865,128.838,,
,CapEx,,,,,19.228,30.422,42.216,52.272,31.234,,
,FCF,,,,,31.992999999999995,36.88000000000001,6.268999999999998,36.592999999999996,97.60399999999998,,
,,,,,,,,,,,,
,Net Cash,,,,,,,,,-11.827999999999975,,
,Cash,,,,,,,,,730.297,,
,,,,,,,,,,97.424,,
,,,,,,,,,,34.622,,
,,,,,,,,,,61.711,,
,,,,,,,,,,108.572,,
,,,,,,,,,,43.437,,
,,,,,,,,,,265.735,,
,,,,,,,,,,16.199,,
,,,,,,,,,,136.571,,
,,,,,,,,,,1494.5679999999998,,
,,,,,,,,,,,,
,AP,,,,,,,,,24.399,,
,AL,,,,,,,,,62.131,,
,Lease,,,,,,,,,51.753,,
,DR,,,,,,,,,68.187,,
,OLTL,,,,,,,,,7.888,,
,Debt,,,,,,,,,742.125,,
,S/E,,,,,,,,,538.085,,
,L+S/E,,,,,,,,,1494.5680000000002,,
