Main,Unnamed: 1,Unnamed: 2
,Brand Name,Xalkori
,Generic Name,crizotinib
,Mechanism,ALK kinase inhibitor. MET/ROS activity as well.
,Indication,NSCLC with ALK mutations
,Clinical Trials,
,,Phase III PROFILE 1007
,,Xalkori vs pemetrexed/docetaxel in ALK+ NSCLC.
,,PFS primary endpoint met 6/19/12.
