Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Cash,,,,120.229,,,,24.948,7.049,4.156,,
,Debt,,,,0,,,,8.911,8.978,8.488,,
,S/O Average,,,,,10.2685,0.576047,,,80.879108,4.085132,,
,S/O Adjusted,,,,,10,18.433504,,,80.879108,130.724224,,
,,,,,,,,,,,,,
,S/O EOP,,,,12.36862,,,,58.614593,73.724196,9.832587,,
,PIC,,,,677.375,,,,706.356,723.906,736.709,,
,AD,,,,470.038,,,,600.658,615.597,694.373,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CFFO,,,,-98.053,,-56.278,,-45.724,,-27.494,,
,,,,,,,,,,,,,
,PP&E,,,,93.814,,,,94.028,93.058,43.247,,
