Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,,,,,,,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0
,Long Distance Miles,,,,,,,,,,,,
,MCI,,,,,,,,,7808.0,16172.0,22755.0,
,Worldcom,,,,,,,,,9809.0,19736.0,16335.0,
,Revenue,,,,,,,4799.0,7643.0,17617.0,35908.0,39090.0,
,Line Cost,,,,,,,,,7982.0,14739.0,15462.0,
,Gross Margin,,,,,,,,,9635.0,21169.0,23628.0,
,SG&A,,,,,,,,,4563.0,8935.0,10597.0,
,OpInc,,,,,,,,,5072.0,12234.0,13031.0,
,Interest Income,,,,,,,,,-648.0,-724.0,-585.0,
,Pretax Income,,,,,,,,,4424.0,11510.0,12446.0,
,Taxes,,,,,,,,,877.0,3151.0,3415.0,
,Net Income,,,,,,,,,3547.0,8359.0,9031.0,
,EPS,,,,,,,,,1.834971546818417,2.8577777777777778,3.1013049450549453,
,S/O,,,,,,,689.0,1516.0,1933.0,2925.0,2912.0,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Model NI,,,,,,,,,3547.0,8359.0,9031.0,
,Reported NI,,,,,,,,,-2725.0,3941.0,4153.0,
,Adjustments,,,,,,,,,6907.0,6992.0,3513.0,
,CFFO,,,,,,,,,4182.0,10933.0,7666.0,
,CapEx,,,,,,,,,-5117.0,-8716.0,-11484.0,
,FCF,,,,,,,,,-935.0,2217.0,-3818.0,
