Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,Price,3.55,
,Ytterbium-176 enrichment facility,,,,,,,,,,,Shares,66.686941,Q224
,Silicon-28,,,,,,,,,,,MC,236.73864055,
,,,,,,,,,,,,Cash,28.262332,Q224
,,,,,,,,,,,,Debt,29.086669,Q224
,,,,,,,,,,,,EV,237.56297755,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,Founded,2021.0,
